사용월,호선명,역ID,지하철역,04:00:00~04:59:59,04:00:00~04:59:59,05:00:00~05:59:59,05:00:00~05:59:59,06:00:00~06:59:59,06:00:00~06:59:59,07:00:00~07:59:59,07:00:00~07:59:59,08:00:00~08:59:59,08:00:00~08:59:59,09:00:00~09:59:59,09:00:00~09:59:59,10:00:00~10:59:59,10:00:00~10:59:59,11:00:00~11:59:59,11:00:00~11:59:59,12:00:00~12:59:59,12:00:00~12:59:59,13:00:00~13:59:59,13:00:00~13:59:59,14:00:00~14:59:59,14:00:00~14:59:59,15:00:00~15:59:59,15:00:00~15:59:59,16:00:00~16:59:59,16:00:00~16:59:59,17:00:00~17:59:59,17:00:00~17:59:59,18:00:00~18:59:59,18:00:00~18:59:59,19:00:00~19:59:59,19:00:00~19:59:59,20:00:00~20:59:59,20:00:00~20:59:59,21:00:00~21:59:59,21:00:00~21:59:59,22:00:00~22:59:59,22:00:00~22:59:59,23:00:00~23:59:59,23:00:00~23:59:59,00:00:00~00:59:59,00:00:00~00:59:59,01:00:00~01:59:59,01:00:00~01:59:59,02:00:00~02:59:59,02:00:00~02:59:59
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
22-Oct,경부선,1728,천안,2079,9,3837,784,6388,3310,12152,6848,11503,16077,14955,16144,11289,14322,13083,15303,13547,15182,14331,14435,17233,13196,21889,14622,22759,14936,20623,19778,17531,21700,11949,13091,9211,10638,6353,7334,4048,6353,2107,3672,19,2572,0,0,0,0
22-Oct,경부선,1729,당정,36,1,3789,984,10487,3394,26699,8137,24688,15932,13352,9617,9975,6431,9555,5482,10826,7019,9557,6705,8879,6838,9607,8150,11210,11130,13087,14153,14364,20953,6149,18476,4792,12094,4217,10281,3105,10307,1223,7033,125,1071,0,0,0,0
22-Oct,경부선,1749,서동탄,3,0,1106,10,4258,779,10286,1800,4074,1319,2939,835,2113,705,1953,1233,1598,1227,1571,1196,1519,1383,1779,2009,1811,2464,2013,3125,2445,4626,1036,5629,821,2642,549,1948,373,2774,119,1650,13,1320,0,0,0,0
22-Oct,경부선,1750,광명,1,1,13,1216,3013,3011,11880,6237,10205,6873,6545,6114,4329,4276,7378,2671,5480,8220,4859,164,4024,8618,9181,4211,2958,5269,9406,6909,10177,11972,8721,7025,7227,3612,4210,6122,2642,2562,1295,237,1,0,0,0,0,0
22-Oct,경인선,1801,개봉,1682,7,18093,4908,37187,10869,89710,15019,88460,23650,54586,19955,39499,17293,35461,20046,35986,25459,33194,24891,28607,29759,27778,34818,30884,48662,32866,60289,30302,85771,18176,65855,13799,42471,11639,39609,8784,33493,3240,19347,64,1424,1,0,0,0
22-Oct,경인선,1802,오류동,792,6,12817,1509,19380,5604,49493,6730,49919,12235,30224,11245,22117,9932,20127,10457,22875,12571,19603,13665,15980,15273,16011,18070,17121,22927,16183,28565,14722,43017,8379,36163,6392,23489,6037,21247,4093,18753,1614,12210,30,879,0,0,0,0
22-Oct,경인선,1803,역곡,1239,15,29994,3468,44662,11350,115559,14811,114368,36917,66581,41003,46840,26084,41906,29076,43816,32216,42763,33777,36726,35204,38160,40970,43706,57154,46427,74995,40665,111555,24422,92589,19649,53924,16845,52012,14724,43336,6621,31337,205,1940,0,0,0,0
22-Oct,경인선,1804,부천,3171,16,38600,5326,43332,13454,104561,17764,104319,49368,66268,43399,49654,39546,50277,42531,53599,50520,52498,56244,50250,53858,55236,58067,62550,69312,61892,90706,59231,119444,38422,101206,31792,59283,30452,51491,25277,43309,11774,29797,305,3566,1,1,0,0
22-Oct,경인선,1805,송내,2012,9,17496,9949,39116,18213,107807,30695,90190,76004,53775,39575,40918,23996,38993,24687,40288,27297,36263,29038,32300,30375,35254,35010,41317,45769,48887,61386,74255,91407,30233,84336,22999,49387,20019,43704,15707,40020,7014,23976,396,2739,0,0,0,0
22-Oct,경인선,1806,부평,9260,42,23587,5838,36835,14192,80738,20115,78318,33599,47861,37368,40391,36451,41672,42591,45096,50966,45784,56879,46293,55070,51633,59544,58514,73130,62703,88132,58303,119691,43154,98823,39758,54254,39184,47473,32959,40484,17480,25399,2416,6245,0,1,0,0
22-Oct,경인선,1807,백운,168,3,8104,2241,13685,4576,27817,4471,25156,8736,16075,6296,13193,5979,12464,7214,12194,8398,10942,9239,9258,9232,9737,11958,11495,14930,11365,18630,9374,23415,4876,21863,4214,13209,3641,12110,2382,11130,1214,7129,90,1641,0,0,0,0
22-Oct,경인선,1808,동암,780,24,20451,3882,33834,8338,61658,13081,59305,16880,36713,14660,29378,13799,26011,15567,26912,18573,24703,19929,21695,20171,21603,26125,23517,34050,25455,46584,23600,59827,14670,53816,11526,34317,10183,31625,7806,28671,4014,18100,265,4294,0,0,0,0
22-Oct,경인선,1809,주안,1162,23,15589,4313,28388,9456,61308,18063,58214,30336,37752,25375,30187,19228,30288,19998,33430,24405,31728,22292,29161,25037,33117,25823,35469,34739,41616,42530,39404,55860,23494,58382,20016,34161,18415,30756,15386,27986,6859,20585,544,4714,0,0,0,0
22-Oct,경인선,1810,제물포,917,6,8182,1891,15761,5595,38972,13006,34109,33927,19959,18145,16717,10596,17500,9769,18432,12363,16861,13494,15290,12043,19259,13881,23709,17468,23107,22379,23606,30454,10381,29532,7524,17445,6686,16636,4774,15342,1769,10684,70,2871,0,0,0,0
22-Oct,경인선,1811,동인천,1738,28,7552,2719,16737,11100,38681,23465,32379,33919,21820,18453,20443,21108,21132,24603,24452,22000,23896,24048,24580,22867,29305,22703,31948,26287,38290,30062,43206,34505,18377,32467,14077,19132,12036,16352,7435,14743,2598,10073,12,3131,0,9,0,0
22-Oct,경인선,1812,인천,316,32,1610,1095,3358,3270,6038,6148,5220,9279,3957,7907,4094,9556,5177,11847,7070,11796,9468,9654,12225,9316,14909,7073,17532,5882,16881,5142,15468,4923,7370,3455,6159,2541,4133,1956,2238,1662,594,1197,7,1034,0,12,0,0
22-Oct,경인선,1813,구일,305,14,4389,1480,9683,4013,25663,7447,24288,13954,14184,12392,11321,7241,10494,7390,11181,11107,9906,15650,9144,10192,11596,10245,15710,14052,22415,21062,12588,34636,5961,21331,4915,11794,12246,11146,10281,9498,1425,6107,29,449,0,4,0,0
22-Oct,경인선,1814,소사,1254,19,16639,3390,15234,6164,31049,8176,28955,14873,20126,11517,16366,10856,15023,11121,15809,13328,14427,12543,13530,12989,14451,14200,16928,18709,16508,23177,13902,28114,7686,24395,5691,16302,4474,14596,3160,12943,1263,9695,46,1545,0,0,0,0
22-Oct,경인선,1815,부개,1982,9,9971,2161,17005,4362,39312,5756,33385,10490,20527,6782,15729,5925,14356,7885,14668,9213,13138,9837,10985,10796,11166,13938,13199,18295,12096,22758,11382,28231,6247,26335,4450,15704,3880,14575,2636,13322,1206,8970,111,1512,0,0,0,0
22-Oct,경인선,1816,간석,369,4,6093,1357,11447,2414,23055,4311,20178,9416,12359,5532,10133,5348,9853,5533,9843,6658,8891,7656,8020,7678,8819,9747,9780,11802,9576,14909,9752,18651,5009,17324,4120,11052,3722,8914,2759,8143,1278,5859,132,1675,0,0,0,0
22-Oct,경인선,1817,도원,621,7,2409,1374,3870,2115,7969,5697,7411,19862,4986,4205,4874,4344,5228,3934,6652,3722,5437,4698,4707,4701,7316,6029,11605,6830,9040,6571,9548,7590,3234,6647,2614,4043,3585,3632,1377,2997,365,2401,17,1169,0,0,0,0
22-Oct,경인선,1821,온수(성공회대입구),210,4,6001,1470,9239,3593,22677,9955,22178,14603,15212,9583,12526,6683,12265,7550,13523,8501,12030,8982,10959,9243,11805,10444,16786,12396,14274,16072,12515,21683,6013,18511,4438,11507,4330,10813,3546,9607,1468,5815,78,726,0,0,0,0
22-Oct,경인선,1822,중동,1080,17,11766,1388,18310,3480,43779,5533,35069,12645,21189,9003,16230,7797,14706,9411,15662,10027,14467,11156,12242,11839,11614,14096,12663,18621,13272,23891,13073,31134,6723,27510,5289,17959,4830,15734,3150,13238,1320,10102,106,1406,0,0,0,0
22-Oct,경인선,1823,도화,339,2,4327,796,7284,1764,16880,4154,14176,6793,9162,3335,7724,4091,7232,4551,7442,5156,7137,5579,5825,6025,5936,7067,6823,8877,7140,10592,6768,11639,3553,10535,2843,6770,2140,5674,1521,5036,648,4062,19,1495,0,0,0,0
22-Oct,경원선,1008,이촌(국립중앙박물관),84,1,1158,694,3607,2675,8956,4378,10215,8324,8436,5503,7062,4158,6587,4161,6735,4110,7048,4853,6576,4812,7319,5816,9191,7333,10151,8244,9943,10457,5859,7673,7611,4655,7515,4064,3898,4141,1024,2371,52,708,0,0,0,0
22-Oct,경원선,1009,서빙고,79,1,1077,707,2147,3054,3546,4551,3831,9124,3686,4385,3412,3485,3167,3121,3555,3121,4060,4491,3765,4476,5283,5503,6719,5108,9025,3733,8040,4459,3112,3411,2650,1965,3775,1928,1744,1577,396,1104,17,255,0,0,0,0
22-Oct,경원선,1010,한남,169,0,2219,752,2809,4611,4713,10082,5768,13730,5052,10890,4991,6197,5419,4791,5570,5004,5203,5708,6192,5085,7496,5209,9331,6784,14262,7530,13765,8021,6994,6684,5338,3290,5447,3676,5261,2727,2268,1595,102,469,0,0,0,0
22-Oct,경원선,1011,옥수,0,0,0,29,27,112,53,39,108,245,36,20,50,221,14,235,20,95,18,21,33,19,16,18,390,55,460,106,49,30,471,18,55,26,44,19,16,9,9,2,2,0,0,0,0,0
22-Oct,경원선,1012,응봉,151,3,1367,314,3079,1207,7501,1799,8601,2633,5652,1616,3923,1524,4005,1655,3189,2009,2862,2422,2641,2862,2915,3011,3501,4042,3183,4753,3093,5691,1626,4842,1213,3132,885,2556,784,2711,215,1569,26,409,0,0,0,0
22-Oct,경원선,1013,왕십리(성동구청),912,9,6268,1328,8866,6088,25353,12695,40874,23271,27763,21764,17669,20797,18288,21697,21446,24901,23963,26241,24227,25836,26925,29635,31998,34548,34737,46653,32394,66710,24968,46804,24541,28443,26942,24091,24975,22489,11609,12415,1032,4812,0,0,0,0
22-Oct,경원선,1014,청량리(서울시립대입구),1167,15,6297,2406,7911,14956,28367,20188,45483,28758,27033,34081,35998,35959,26238,35933,32447,33549,39054,34695,32048,36775,40334,39479,39897,37013,36260,36453,42370,53274,24962,35535,29489,20103,24280,22205,12274,12699,5914,7364,183,3468,0,1,0,0
22-Oct,경원선,1016,외대앞,552,17,5259,3069,7944,5715,19051,4941,23856,24943,15624,11289,13005,16944,13975,15667,15166,14487,16399,12121,17451,15251,17853,13294,21947,15536,25560,19106,18584,25067,11370,19778,9344,13543,10025,13783,7542,13687,3958,10661,146,2400,0,0,0,0
22-Oct,경원선,1017,신이문,1477,8,9507,1557,14468,3179,35531,4207,39505,7958,22526,5041,16597,5686,14252,7132,13757,8157,13270,9786,11020,10740,10201,14888,10429,17915,10209,22438,9070,31282,5828,24227,3873,16230,2826,14039,2212,12467,954,8300,50,1709,0,0,0,0
22-Oct,경원선,1018,석계,1364,4,6673,1768,11699,3769,24580,5965,28707,9686,20055,8123,16853,8182,16027,9720,15397,9922,14768,12022,13040,13163,13130,17609,13363,22115,13417,27950,11738,38262,8493,27269,6625,17828,6441,16300,5342,12931,2550,9379,141,2149,0,0,0,0
22-Oct,경원선,1019,광운대,2398,14,6323,1067,12617,2402,29695,6025,26992,18116,15572,11369,12478,11488,12869,14443,12905,10250,13470,12526,13714,12929,13269,12023,15050,15335,16806,17883,13407,24864,7275,20270,6446,13228,5969,11953,5151,10106,2666,9592,193,4343,0,24,0,0
22-Oct,경원선,1020,월계,1101,20,5747,1088,10392,2626,24887,7285,24748,14134,16044,14827,13770,9393,13535,6938,13801,8875,13076,12602,11636,9544,12969,10696,16127,13640,15366,15991,11350,23881,6009,18407,4419,10085,4013,9724,2849,8442,1061,5739,82,1452,0,7,0,0
22-Oct,경원선,1021,녹천,1230,46,4519,725,7576,1444,21627,4304,19813,5343,12036,2925,8890,3494,7772,3213,8366,4359,6953,4901,5785,5098,5565,6266,7138,8255,5827,10286,4808,14837,2931,11997,2070,7516,1861,6736,1174,6223,452,4051,28,1090,0,0,0,0
22-Oct,경원선,1022,창동,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22-Oct,경원선,1901,방학,851,20,12100,1617,15985,4795,34306,9008,32003,19612,22567,11742,18765,11227,17587,10296,18742,13663,15996,13289,14764,14781,14636,18213,15286,22700,15829,26009,17229,30869,9552,27084,6901,15301,6030,13549,4268,12009,1793,7035,211,2687,0,6,0,0
22-Oct,경원선,1902,도봉,421,27,7704,1180,9963,3816,19990,4007,18084,9576,13625,8249,11844,7995,11274,6609,10093,8881,10309,8547,10273,9759,10074,11052,10152,13481,10615,14480,10226,17021,4806,15108,3415,9240,2492,7688,1779,7165,885,4247,126,1601,0,0,0,0
22-Oct,경원선,1903,도봉산,259,2,6555,1149,9430,3262,21538,5372,21852,9438,16047,16163,13085,19805,13572,17457,16363,17151,19397,13436,24153,11732,26488,11320,26516,11057,22510,9943,16905,10704,9012,8814,5136,5504,3760,5045,2244,4954,952,3164,128,1346,0,0,0,0
22-Oct,경원선,1904,망월사,532,9,8011,1209,13127,3809,27603,5698,28568,19297,18566,18185,15546,11735,16558,16646,15463,14327,16149,12538,16428,15128,15510,13744,17090,16756,21038,21381,12412,26688,6856,24266,5655,14651,5912,12576,4172,10906,1992,7569,287,2889,0,0,0,0
22-Oct,경원선,1905,회룡,1273,16,15461,1966,26873,5361,56474,8639,49531,12902,33135,11289,27961,11735,25929,14026,23383,15464,20864,17418,17477,19158,16503,22906,15970,30898,15255,38636,12829,45815,8046,43301,6094,24913,5104,21315,3501,17377,1579,11614,252,4536,0,0,0,0
22-Oct,경원선,1906,의정부,2650,13,11509,2599,25054,7942,50213,13404,48075,34961,30199,36370,26240,27915,28795,32947,31235,35333,31934,37909,34246,36971,36746,34928,39929,42030,44121,48427,46628,61196,28886,53220,27028,31768,19032,26516,15798,21851,6913,15981,791,7338,0,0,0,0
22-Oct,경원선,1907,가능,598,3,8255,1863,11606,4188,24975,7306,22873,14392,13666,8818,13638,6773,12300,7704,12381,7496,11068,9242,9556,7815,9408,10673,11291,13215,12875,17116,9868,21665,6138,18654,4855,12551,4011,10031,2878,8333,1183,5740,129,2169,0,0,0,0
22-Oct,경원선,1908,녹양,325,1,5442,1002,8409,2524,18550,5216,15616,9295,9884,4828,9118,4043,8926,5376,8453,5152,7724,6280,6493,5813,7254,7530,7785,9539,8456,11891,8646,15118,4196,12498,2917,8396,2429,7173,1742,6514,676,4441,55,1586,0,0,0,0
22-Oct,경원선,1909,양주,1777,7,5535,2199,11257,6844,30462,12303,27516,12311,19771,9615,16963,9013,15366,9966,14606,10642,14098,10453,12916,10049,13502,13439,16072,15945,16575,20829,16114,24197,7900,21376,4747,14601,3371,12202,2069,11158,869,7403,49,2957,0,0,0,0
22-Oct,경원선,1910,덕계,24,1,3081,1219,9167,6126,14280,4192,13216,6289,7617,3640,6036,2438,6070,2856,5116,3254,5268,3713,4773,3364,5545,4966,7828,5653,7186,9177,5754,9794,2302,10199,1605,5598,1078,4805,812,4037,338,3039,17,817,0,0,0,0
22-Oct,경원선,1911,덕정,4,0,3928,1993,8527,7074,18189,10423,19446,19645,11994,11667,10054,7071,10935,7338,11444,8616,11745,7949,11048,6576,11769,9367,14495,9933,16318,14283,14187,15224,5766,14720,4266,9382,3589,8206,2370,7051,1388,5274,207,1458,0,0,0,0
22-Oct,경원선,1912,지행,117,2,5468,1096,11129,2791,23687,6074,23950,13238,16829,8167,13548,6209,13052,7610,11692,8228,11756,10723,10945,9687,10244,13223,10833,14558,11590,20606,12938,20902,7273,20301,6006,15130,4928,11413,3795,9666,2087,8071,168,2793,0,0,0,0
22-Oct,경원선,1913,동두천중앙,65,2,2936,811,5521,2424,8862,4228,9330,9949,7272,4816,6534,4327,6292,5319,6441,4467,6420,5360,5638,5022,5968,6224,6005,5976,6607,7395,6875,7220,3013,6570,2113,5013,1404,3658,892,3158,352,2819,19,818,0,0,0,0
22-Oct,경원선,1914,보산,52,0,1952,487,2133,1117,4513,2926,4480,2964,3799,1965,3195,1810,3121,1993,3071,1991,2939,2414,3022,2698,3297,3243,3975,3501,4623,4360,3262,4371,2184,4283,1863,3472,1697,2247,451,2006,180,1592,14,591,0,0,0,0
22-Oct,경원선,1915,동두천,41,1,1217,801,2975,4091,5772,7645,6360,7392,5031,7396,4828,5932,4462,4738,3956,3362,4875,4543,5077,3669,6627,4394,5940,4327,5774,4735,5927,6009,2518,4514,1692,4029,739,2771,826,2661,395,1823,2,602,0,1,0,0
22-Oct,경원선,1916,소요산,141,0,729,614,1208,1489,3566,2855,5334,4272,5936,7169,4240,14854,5303,20532,7725,20598,12574,13299,20164,8520,24422,6453,21555,4504,13566,4301,6478,2970,2479,2813,1267,1786,645,1252,254,814,115,980,6,661,0,0,0,0
22-Oct,안산선,1751,산본,452,7,9098,1682,22013,6383,55895,14612,52545,29691,28555,22585,25106,20620,24336,21283,26580,24407,25040,27065,24705,26291,26534,28581,29423,35820,28810,44114,30927,64094,19763,54553,16885,31042,16522,24989,12710,21068,5136,13642,460,4898,0,0,0,0
22-Oct,안산선,1752,대야미,17,0,2778,1079,7852,3200,19011,5187,20230,8855,11321,5382,8822,5310,8065,5387,8151,5474,8062,5665,7815,6194,8308,7972,8867,9680,9220,11161,10264,15745,5457,12569,3801,8880,2763,7296,1757,7357,920,4210,93,1095,0,0,0,0
22-Oct,안산선,1753,반월,42,1,3563,952,7599,2622,17127,4169,15955,8061,10375,4260,8583,3885,7673,4400,7264,4790,6547,5425,5911,6231,5640,7427,7131,9134,8507,10862,8098,15245,3972,11645,2846,8668,2018,7169,1430,6800,552,3996,147,945,0,0,0,0
22-Oct,안산선,1754,상록수,436,16,14925,2860,32493,8351,66585,13282,63986,22513,37366,19567,28629,15853,25994,14492,26926,15482,24751,18764,21245,19713,22360,23013,25862,31007,27269,44217,24192,64081,15236,56771,12014,36166,9435,32059,6765,27743,2643,19656,419,5406,0,0,0,0
22-Oct,안산선,1755,한대앞,132,1,7861,1147,17311,4184,32020,8593,27188,24147,19114,16928,16001,16081,15596,10435,17226,13756,15994,13037,15049,13556,15971,14463,20347,18932,22204,26122,19423,34159,10927,26877,9539,17839,8789,15073,7069,14270,3029,9905,233,2798,0,0,0,0
22-Oct,안산선,1756,중앙,246,8,9948,1640,29410,11747,57313,17101,50116,37292,31037,31661,25843,21659,27801,22467,32040,27328,29107,30541,27500,29554,30234,30855,35835,39311,39120,49991,39877,70581,26433,57765,25467,36030,23979,30726,20778,24855,8375,19371,873,5921,2,2,0,0
22-Oct,안산선,1757,고잔,250,8,5355,1057,16075,4708,32354,13201,24756,27724,17151,15696,14036,11957,14896,12015,14135,12225,13819,13861,13849,12959,16199,12750,18124,14135,23624,19509,23418,26598,9372,21460,7669,13310,7037,12428,5204,10584,2564,9150,191,3206,0,0,0,0
22-Oct,안산선,1758,초지,231,2,3715,527,10680,4011,22889,9521,18201,12084,10712,7737,8104,5842,7809,4758,7882,5430,7078,6782,6117,6022,6919,6914,8240,8812,10558,12294,10956,17637,5450,15653,3995,10074,3252,9176,1905,7872,746,5959,54,2253,0,0,0,0
22-Oct,안산선,1759,안산,1376,9,10815,1469,12900,16779,22034,38129,24325,31996,20588,15763,17329,13357,17111,15320,18127,15229,18505,15731,19417,16548,20299,17264,24764,20020,41907,26447,46213,27550,21399,22383,17759,17033,10576,14204,4646,10757,1461,7114,104,2986,0,1,0,0
22-Oct,안산선,1760,신길온천,16,0,2259,144,3781,1791,8154,3439,6654,2971,4083,1680,3560,1529,3113,1906,3128,1945,2771,1976,2356,2406,2510,2825,3304,3634,4230,5113,4231,6463,2022,5029,1393,3424,883,3056,507,2758,207,1994,34,562,0,0,0,0
22-Oct,안산선,1761,정왕,185,4,7425,863,10498,12301,19971,24049,18276,32086,13315,27773,12259,17296,13318,13894,14558,12904,15069,13847,14176,13317,17426,13526,24614,14063,32470,19567,34099,23467,16691,17619,12658,14253,9479,11823,6190,10153,2181,7075,159,2402,0,0,0,0
22-Oct,안산선,1762,오이도,204,2,6747,450,15285,7505,33277,13119,27605,14591,17715,8786,14010,9586,13051,12660,13589,13208,12886,12621,12129,13310,13906,15375,17160,17812,21564,22803,19928,29194,11118,22910,8941,16638,7941,13599,4890,12577,1498,8843,18,4001,0,0,0,0
22-Oct,안산선,1763,수리산,10,1,3422,463,8696,1829,18161,4628,17630,7422,10535,4679,7983,4992,7457,4097,6857,3802,6358,3985,5285,4451,5682,5229,5497,6572,5758,8142,5357,12482,2857,10013,1920,6913,1502,5562,1008,5117,437,3240,59,897,0,0,0,0
22-Oct,과천선,1450,선바위,6,0,1158,1090,6166,9760,17162,18684,19425,25629,16199,15657,12291,8585,10739,8795,11726,9658,12158,9226,12216,8640,12535,9548,17333,11759,25075,13505,30915,16979,14358,13213,9266,9180,7375,8475,3960,7879,1261,4444,82,730,0,0,0,0
22-Oct,과천선,1451,경마공원,1,0,406,504,863,2762,1934,4465,2562,12955,2351,33399,2363,51521,3129,25596,3898,21851,5841,18282,9506,12272,13097,7286,23923,4405,39285,2585,79341,2536,11645,1856,2478,1202,1078,1093,344,793,126,544,21,103,0,0,0,0
22-Oct,과천선,1452,대공원,8,0,98,415,274,3943,943,7546,1335,35385,1878,48643,2615,35926,6843,24255,12223,18352,14898,18722,21048,15679,41303,10416,42533,6138,31799,3086,21613,2225,9074,1169,8470,730,7902,665,5044,431,233,271,21,60,0,0,0,0
22-Oct,과천선,1453,과천,4,0,2874,364,9801,2342,27370,5237,24191,9595,17023,6668,13026,5807,11840,5666,11847,6694,11548,7117,10334,8567,10386,9735,11302,12247,10540,15441,9147,22530,4585,18897,3170,12025,2429,12323,1884,11858,714,6926,74,1295,1,1,0,0
22-Oct,과천선,1454,정부과천청사,17,1,2245,992,7861,13067,21459,21488,18353,64701,14622,18079,12865,11397,13034,10552,13920,11456,14671,12684,15207,12164,16483,12503,23505,14565,32248,19042,49661,24003,13784,18665,11621,11077,10077,10279,5731,8707,2259,5402,111,1209,0,1,0,0
22-Oct,과천선,1455,인덕원,86,3,8215,3950,27617,17095,78347,36741,69701,97523,47260,40285,38666,23398,33401,23104,36088,23604,35431,27073,31128,27522,33531,33005,43479,40962,57987,55703,78605,82782,32372,68778,24476,38540,23603,37421,15936,34931,5617,20981,482,5491,0,0,0,0
22-Oct,과천선,1456,평촌,46,3,4486,2766,20053,9605,57969,30610,44260,81721,26553,30210,22277,17256,20737,14657,21922,15220,20245,20270,19559,17670,22585,19190,26656,24655,43217,31621,59665,45950,23502,41759,17858,22233,16847,19879,13167,17708,4560,10730,387,3399,0,0,0,0
22-Oct,과천선,1457,범계,111,3,8764,3546,34657,11859,93042,24099,72824,61057,45387,40942,37935,31322,36481,31106,39877,34387,38326,38555,37169,38111,40289,43344,46489,56152,52459,69114,59530,98815,36978,77109,38635,40147,29868,36933,25350,31684,9486,18841,703,4922,0,0,0,0
22-Oct,분당선,1023,선릉,47,0,1299,1303,2351,10551,4877,41684,7275,129053,6412,88992,7864,40349,9875,25353,12263,21980,13793,23502,14533,18934,18518,16103,26285,17856,45954,21187,74323,24529,32732,14291,20618,7367,19383,6119,16604,5530,5073,3381,239,737,0,0,0,0
22-Oct,분당선,1024,한티,53,4,2390,1332,7297,9020,22465,27984,27440,50063,19053,42177,16001,25993,17629,21135,22979,24874,23476,31904,20688,22925,24926,23957,29978,29922,44354,39939,44872,39332,26862,25089,31706,14446,27160,13167,31087,11975,4543,6586,159,516,0,0,0,0
22-Oct,분당선,1025,도곡,50,2,1706,1402,4476,7875,10240,15182,15431,24019,11876,17926,10225,9610,10742,9520,11489,9603,12082,10087,12740,9991,15161,10476,18664,11540,21594,13067,21389,15768,11068,12248,8287,8009,6735,7225,5145,6618,1138,4101,48,381,0,0,0,0
22-Oct,분당선,1026,구룡,1,0,497,1214,1475,8207,3740,8714,5751,5716,5179,2506,4428,2577,3581,2031,3727,2173,3092,2364,3127,2482,4730,2761,9889,3130,7835,3547,4363,4514,2311,3576,1311,2324,1713,2097,706,2180,231,1602,16,68,1,0,0,0
22-Oct,분당선,1027,개포동,10,0,996,1007,3225,7885,9113,6115,10535,9279,7248,7327,5900,5923,5458,4518,6399,5357,6330,5910,6291,5540,6931,6213,11073,6883,10144,8845,8066,10816,4969,8667,3809,5220,3915,4870,4160,4725,1757,3047,73,145,0,0,0,0
22-Oct,분당선,1028,대모산입구,23,0,2151,862,4916,4675,15703,5769,17847,9798,11602,5678,8120,4328,7685,4426,8044,4870,7156,5691,6385,5800,6948,7281,9506,8461,9674,10029,8875,12853,4301,10983,2617,6966,2119,6538,1522,6430,574,3981,12,319,0,0,0,0
22-Oct,분당선,1030,수서,33,2,3360,4629,6621,15467,24284,27090,38286,44214,25193,27399,26202,19602,20141,15769,23782,21300,22628,19801,16291,18893,24855,22325,29906,26495,36066,32193,41198,41671,19086,29820,20185,20173,13232,17582,15395,15519,7405,6296,50,1080,0,0,0,0
22-Oct,분당선,1031,복정,0,0,0,0,0,0,1,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,1,0,1,0,3,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22-Oct,분당선,1846,수원,536,4,5262,879,9424,4208,24022,9351,25019,14516,13313,12369,9469,9954,9798,11189,10798,12116,11165,13258,10959,12198,13473,12263,16586,15126,18266,22854,20669,26085,15456,19156,15302,10247,12646,8338,11973,6147,4743,4084,119,795,0,0,0,0
22-Oct,분당선,1847,서울숲,84,0,2400,608,5107,5479,12662,21616,20658,41743,14980,36123,9002,26175,10558,24192,12883,24571,15117,28139,18758,26591,25983,25854,32403,24353,45888,24255,55246,28308,30669,17625,21553,9317,20360,7759,11873,7308,3524,4006,82,996,0,0,0,0
22-Oct,분당선,1848,압구정로데오,243,7,2717,971,4145,11362,5557,24303,8433,71572,7827,101327,9219,57428,14029,42859,18821,37456,22382,38594,27800,34805,36535,32275,46890,36252,62381,43901,88425,50859,65687,28839,55024,13280,41198,8691,32542,7052,13558,4422,625,826,0,0,0,0
22-Oct,분당선,1849,강남구청,19,0,1463,593,2658,4855,6968,14389,11010,52623,8494,42152,8252,20111,9688,14755,10587,14864,12084,16262,13328,14312,15294,14247,17754,14917,27347,17702,47618,21196,24340,12654,14345,7055,12588,5840,9269,5564,3257,3417,118,709,0,0,0,0
22-Oct,분당선,1850,선정릉,3,0,956,975,2109,5395,4408,11687,6800,48008,6220,38380,5679,15635,6677,10384,8616,8466,9210,8745,10072,8167,10975,7408,13230,8196,24250,9355,41683,9852,20854,6402,10687,3853,8847,3611,6350,3261,2208,2206,110,447,0,0,0,0
22-Oct,분당선,1851,가천대,39,3,5115,740,7561,3865,17980,7097,26104,36127,16223,35167,13633,27377,15049,13297,19658,24209,16560,17300,22312,15333,25407,13709,32009,14272,34260,18240,20106,24550,12520,20556,9160,15111,8161,16237,7589,16239,4114,11171,153,1180,0,0,0,0
22-Oct,분당선,1852,태평,261,9,15441,1476,20409,5756,41777,8164,62265,16860,42956,12778,25040,11875,20639,13355,21537,14778,20555,16026,18559,17877,18003,24515,18802,28764,20925,35957,18648,46920,11295,34872,8301,25337,6363,27020,4644,22076,1779,12149,76,1248,0,0,0,0
22-Oct,분당선,1853,모란,342,10,15859,3088,21664,11520,51971,24277,67010,36315,49159,30602,34384,27757,32237,30798,36003,32678,35273,34315,33726,33716,34895,40119,40087,43982,42232,48549,41537,64548,23717,47679,17635,34456,14951,31250,12605,27155,6203,17179,330,1573,0,0,0,0
