사용월,호선명,역ID,지하철역,04:00:00~04:59:59,04:00:00~04:59:59,05:00:00~05:59:59,05:00:00~05:59:59,06:00:00~06:59:59,06:00:00~06:59:59,07:00:00~07:59:59,07:00:00~07:59:59,08:00:00~08:59:59,08:00:00~08:59:59,09:00:00~09:59:59,09:00:00~09:59:59,10:00:00~10:59:59,10:00:00~10:59:59,11:00:00~11:59:59,11:00:00~11:59:59,12:00:00~12:59:59,12:00:00~12:59:59,13:00:00~13:59:59,13:00:00~13:59:59,14:00:00~14:59:59,14:00:00~14:59:59,15:00:00~15:59:59,15:00:00~15:59:59,16:00:00~16:59:59,16:00:00~16:59:59,17:00:00~17:59:59,17:00:00~17:59:59,18:00:00~18:59:59,18:00:00~18:59:59,19:00:00~19:59:59,19:00:00~19:59:59,20:00:00~20:59:59,20:00:00~20:59:59,21:00:00~21:59:59,21:00:00~21:59:59,22:00:00~22:59:59,22:00:00~22:59:59,23:00:00~23:59:59,23:00:00~23:59:59,00:00:00~00:59:59,00:00:00~00:59:59,01:00:00~01:59:59,01:00:00~01:59:59,02:00:00~02:59:59,02:00:00~02:59:59
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
22-Nov,4호선,430,이촌(국립중앙박물관),26,0,1164,837,4723,7604,13018,13717,16968,27335,12545,26594,9725,23386,12517,19398,18788,20333,17495,22910,18761,22235,24226,20066,31595,17951,34008,18066,29789,22171,11912,14858,9472,9169,8769,8254,4497,7110,1688,4002,237,1255,1,114,0,0
22-Nov,4호선,431,동작(현충원),10,0,307,148,593,2004,2075,3204,2505,5269,2227,3682,1801,2996,2249,2477,2513,2310,2207,2863,2345,2764,3131,2647,3835,2581,5308,3007,5028,3595,2132,2239,1961,2290,1677,1086,1116,821,387,562,82,314,0,84,0,0
22-Nov,4호선,432,총신대입구(이수),120,0,6168,897,16366,9559,50371,18281,61499,45053,39840,31006,30127,24849,28858,24841,29937,27129,31753,30600,29581,32595,29117,38292,31479,45465,36826,57310,42103,82279,24015,50340,23648,29041,19724,25297,16821,21871,7784,12716,1207,3189,6,639,0,0
22-Nov,4호선,433,사당,156,60,10689,1476,26566,18267,73857,25675,91137,38051,73140,30275,45215,25180,38075,30125,39395,32917,39159,28620,38562,28857,37188,34639,40635,46367,47863,69677,53904,100113,35626,64030,33533,36389,36828,32812,31469,29760,15029,19139,1886,5767,2,629,0,0
22-Nov,4호선,434,남태령,56,0,420,80,1037,1595,2250,3917,3322,6076,3189,2175,2342,1288,2355,1387,2365,1457,2136,1308,2135,1485,2118,1552,3223,1541,5319,1726,4281,1777,1683,1532,1092,1526,725,1212,357,880,180,496,18,167,0,0,0,0
22-Nov,경부선,1001,서울역,4,1,57,496,127,3512,10555,5984,21465,6427,17173,5252,16074,3905,18890,2335,16922,3857,14425,3736,11111,3432,19640,3963,18362,4416,17759,7282,20737,9494,18503,4961,11993,3503,16564,2957,12061,2820,5888,637,787,35,0,1,0,0
22-Nov,경부선,1002,남영,107,3,2580,1041,4797,6753,12916,20197,20219,52895,12905,31480,9724,17123,10470,13086,12262,12314,11879,12483,12902,11396,16721,12005,22316,13704,27153,18416,42603,25692,17371,15512,13974,10355,14556,9858,11178,8729,4766,5354,185,704,1,5,0,0
22-Nov,경부선,1003,용산,374,17,4119,5261,5870,38018,21922,79929,34848,158801,39211,118252,33601,79485,49497,62870,46010,65886,57730,69203,51310,67008,84770,69454,100368,71848,129159,76937,165396,85597,95396,56192,97291,35333,89976,26471,56827,13592,23198,6164,748,1421,5,15,0,0
22-Nov,경부선,1004,노량진,599,8,5043,2008,7496,5724,18450,9463,26075,16292,15116,12392,10736,9597,10843,10981,13037,12115,14350,12655,13620,11608,14584,13835,16328,18231,18678,27263,19990,42373,13911,23015,14071,13115,15917,12639,14348,10361,5557,5984,200,1036,0,9,0,0
22-Nov,경부선,1005,대방,477,4,5774,2157,10187,8627,28228,30732,35901,48571,21383,24005,15222,13287,14605,12390,15560,13789,15408,14657,14941,13800,16221,15145,17749,18319,29313,26089,39622,37009,14318,23537,11164,15061,10442,15654,6657,13484,2082,9025,85,1496,0,9,0,0
22-Nov,경부선,1006,영등포,4351,130,16922,7123,18105,24311,42647,58638,61753,133148,42401,94054,38196,71776,43236,75492,51049,77192,54941,83585,63247,73601,78254,76496,97499,78062,116963,94678,157817,120263,89506,74132,92423,39496,74798,31999,58207,25431,22257,14304,743,3189,1,24,0,0
22-Nov,경부선,1007,신도림,578,10,2813,599,3836,2873,10469,7112,12456,16484,7424,7809,5222,5532,4696,4896,5189,5217,5429,5926,4915,5505,5479,6758,6787,7542,10234,11421,14995,15778,6228,9094,4834,5038,4930,4596,3985,3864,1418,2404,76,961,1,7,0,0
22-Nov,경부선,1032,신길,695,2,10472,2051,11409,5541,26010,19857,34087,31185,19007,12717,11989,7042,10747,6699,12731,7889,10549,8579,10003,8212,11189,9817,14111,12300,20897,17241,29941,24365,12062,16666,7773,11202,7350,12263,4844,9977,1745,6130,114,1430,1,6,0,0
22-Nov,경부선,1701,구로,13003,40,25436,5053,19378,14182,39505,31911,39692,78947,28378,43355,20745,27607,20222,23111,22453,22050,23828,24158,24159,22820,27418,26407,33931,30960,54691,41107,63307,47689,26081,32090,19767,20269,17185,20465,12433,17605,4316,13000,88,11159,2,73,0,0
22-Nov,경부선,1702,가산디지털단지,1713,8,8132,3613,7054,14964,16801,53744,16859,159765,12213,78628,10827,24535,11845,17352,14239,16668,14602,17485,15010,16679,17997,17062,28949,20227,75607,26093,114500,30933,44940,22354,26163,13645,21491,13424,14336,10924,5761,6588,317,1283,1,5,0,0
22-Nov,경부선,1703,금천구청,637,4,12211,1298,18908,5485,48288,15503,45599,31536,27628,12331,19065,9739,16562,10061,16800,12155,15300,14145,13810,14110,13953,17908,15644,21684,17907,30904,26788,46510,11490,36176,8418,18656,6614,17186,4519,14221,1430,9170,61,910,0,2,0,0
22-Nov,경부선,1704,석수,494,4,8103,2512,15986,6687,39776,13048,39594,17022,22411,11289,14686,8931,13176,6701,12767,7676,11695,8974,11398,9304,12894,11467,14512,14765,17719,23225,17430,33658,10188,26631,6609,15281,4903,15197,3348,12557,1243,7481,81,609,0,2,0,0
22-Nov,경부선,1705,관악,214,1,7570,1745,13524,4002,36584,7134,33383,11744,16664,10900,11767,9973,10534,7414,11221,8073,10555,8158,9978,8651,10725,9964,12699,12686,13147,18443,11612,30749,6674,23335,4924,12584,4602,12711,2807,10597,915,7104,69,673,0,3,0,0
22-Nov,경부선,1706,안양,356,3,16070,4557,34056,12350,93477,21564,82609,50919,45982,56541,32961,35404,31782,33301,40255,33984,36728,38626,35054,33817,44364,37792,58007,44578,58925,60302,42435,95373,25234,71557,24385,37413,24901,32627,18878,26497,7565,18640,401,2312,1,0,0,0
22-Nov,경부선,1707,명학,129,1,7342,2190,10762,7825,28143,25647,25241,62208,12263,16472,9145,9087,9865,12953,10123,7608,9515,8995,12126,9397,10247,8095,16526,9598,30621,12796,40971,21321,13438,18589,12998,10491,7920,8687,5195,8145,1820,5828,113,899,1,0,0,0
22-Nov,경부선,1708,금정,482,10,24563,6854,38663,19519,97529,43170,97160,94535,57436,36174,38114,22688,33972,24046,35567,25925,33538,28760,30263,29689,31677,38829,40460,48487,64109,69823,79124,99968,34432,81306,27757,45167,23700,43970,17643,37536,7471,24656,548,8971,1,2,0,0
22-Nov,경부선,1709,군포,44,2,5441,2097,9668,8629,20038,32136,20171,45663,10758,8781,8051,4689,7615,4719,7835,5347,7297,6096,6930,5587,7370,6850,9859,8599,23839,11398,37066,16895,11339,12609,9868,7597,5077,6431,3077,6088,1080,3513,38,620,0,0,0,0
22-Nov,경부선,1710,의왕,75,3,6499,2851,13442,9820,30436,27640,30864,32038,14649,10768,10993,8703,11161,7273,11376,8882,10802,9420,11010,9242,12389,10059,17605,13802,28262,18283,25902,27894,11137,21236,7714,14101,5584,12189,3908,9908,1565,6746,91,1190,0,1,0,0
22-Nov,경부선,1711,성균관대,194,8,8960,1956,28824,7536,72587,9939,58323,27735,29797,19697,21654,16171,19163,14582,21087,15486,20600,19721,17759,17394,19657,20614,27158,26154,29147,41293,26115,62836,15489,52798,12959,30197,11899,27085,9564,22743,4245,15190,199,2463,0,15,0,0
22-Nov,경부선,1712,화서,433,45,8157,2584,23763,6107,47064,6346,38097,11347,17188,6195,12267,6419,10983,6319,10896,6949,9883,8914,8510,8982,9346,10431,13046,14679,12951,23951,10810,37991,5857,32340,4458,16826,3628,13201,3153,12638,983,7701,58,1597,0,8,1,1
22-Nov,경부선,1713,수원,1568,49,20183,5442,37342,31702,77460,54066,74465,85859,50163,75433,43494,67362,48496,64374,53577,74545,55643,71933,57296,68385,72328,70514,93613,84048,97735,100186,97342,129558,75964,98415,79014,53232,60182,41758,49674,34194,18961,20927,636,6478,5,59,0,2
22-Nov,경부선,1714,독산,772,4,8446,2368,18703,12362,49347,44845,46050,112660,26028,52861,18633,16930,18097,12397,20051,13890,18479,14785,17118,13939,18930,16869,27927,20852,64535,29903,78970,45957,34710,37086,19460,21894,12700,21128,7950,18064,2661,11120,113,985,2,8,0,0
22-Nov,경부선,1715,세류,419,6,3985,864,8490,2322,16545,4229,11168,4233,6343,3953,4612,2699,4019,2901,4041,3026,3781,3173,3564,3515,4158,4100,5118,5597,7393,7071,5730,12321,3439,10112,2589,6389,2131,5837,1302,4437,427,2610,5,819,0,9,0,1
22-Nov,경부선,1716,병점,3919,35,8843,3665,29142,11537,58229,22093,47671,35970,31049,23591,25085,17207,24532,16132,25590,21666,21680,19561,22841,20139,26540,24344,34794,30663,36885,43596,35908,53429,20353,46352,14057,32148,13089,24667,9393,22236,2895,15795,36,6313,3,84,0,0
22-Nov,경부선,1717,세마,344,2,2317,701,6113,2191,10641,4328,10225,10557,6058,3019,4634,2102,4079,2247,4030,2385,4042,3298,3577,3230,4104,3486,5660,6207,6794,7375,8468,8866,3228,8285,2045,5154,1924,4488,1068,3981,474,2251,41,243,0,0,0,0
22-Nov,경부선,1718,오산대,239,1,3610,1164,7819,2671,13666,4303,11764,11100,6815,5569,5538,5550,4899,4716,5446,4540,5888,5464,6041,4901,8068,4319,9522,6477,9167,9666,9223,12915,4419,10108,3144,5927,2895,5226,1727,3903,954,2725,94,376,0,0,0,0
22-Nov,경부선,1719,오산,656,3,8560,2554,15928,9728,27195,26028,27835,22450,19515,14620,17694,11371,16510,10870,17593,12487,15372,14783,15742,14314,17256,17726,23021,22160,26604,28906,27882,32388,15835,26299,11783,18994,8761,15079,4889,10461,2179,7520,168,829,0,1,0,0
22-Nov,경부선,1720,진위,29,2,1114,376,1631,3085,3480,8885,3073,9803,2151,2926,1682,1845,1695,1156,2025,1077,1855,1308,1749,1310,3284,1486,4200,1815,8929,2354,10652,2743,3030,2322,1961,1744,1281,1434,645,1294,223,876,15,75,0,1,0,0
22-Nov,경부선,1721,송탄,93,2,5528,1067,8839,3855,14502,7351,13156,9086,10001,4336,7965,3982,7775,3982,7796,5694,7539,6191,6735,6389,7473,7690,9797,9926,10604,12846,11334,14085,5976,13495,4648,10247,3722,8290,2140,7763,882,6179,40,750,0,0,0,0
22-Nov,경부선,1722,서정리,49,1,3948,5205,11956,10714,18220,17102,17182,22330,13623,10959,11597,7669,11907,7918,12879,10334,11751,10466,12435,9749,14562,11757,20128,16656,34487,19550,24795,19017,13310,18531,10992,14463,8535,10849,4396,10086,1778,7627,86,1141,0,0,0,0
22-Nov,경부선,1723,평택지제,20,0,2542,10810,4733,13052,11530,14331,9635,9324,6486,4848,5297,3409,4815,3828,6132,4148,4703,4019,5432,4323,7501,5575,8979,6395,15655,8518,12559,10014,10643,8461,5970,6546,6222,5462,4302,4364,1590,2921,40,502,0,0,0,0
22-Nov,경부선,1724,평택,131,3,7687,2916,14820,9718,30651,17280,30346,29568,27162,23423,23077,18202,20789,20910,22777,22963,22750,23103,22768,25735,25856,27827,30125,34346,35364,41917,33252,43517,21675,28111,22427,22119,15182,17075,11545,12574,6532,8114,218,2487,0,0,0,0
22-Nov,경부선,1725,성환,15,0,2527,499,3944,2926,7208,12361,6679,21814,6506,27664,6362,11743,7431,6368,11828,9937,10651,10509,10152,6289,16486,6515,26417,6996,24417,8608,15849,9105,5991,6577,5816,6628,3416,5238,2210,4370,921,4121,94,1041,0,0,0,0
22-Nov,경부선,1726,직산,89,0,825,275,1545,1367,2087,3210,2143,3644,1531,1462,1203,858,1424,924,1231,1106,1156,1107,1089,1015,1382,1159,1652,1320,3527,1978,3604,1993,1159,1706,856,1261,702,1253,314,909,170,777,16,164,0,0,0,0
22-Nov,경부선,1727,두정,1312,4,5873,1033,10217,3650,17556,10699,16249,22104,13974,21840,10086,17845,11205,12835,14223,14051,13801,12243,12760,10072,16090,10072,17468,14489,20349,18667,18428,24136,10813,16570,8287,13879,7530,10489,4872,9323,2358,7414,32,2103,0,2,0,0
22-Nov,경부선,1728,천안,2007,7,3841,828,6658,3086,11846,7183,11057,15975,13528,15603,10395,14131,12208,14320,13233,13875,13417,13356,16818,12577,22255,13406,23435,14740,21142,19661,18060,21464,11314,12925,8646,9865,5961,7394,3551,5226,2052,3845,32,1911,0,14,0,0
22-Nov,경부선,1729,당정,37,1,3900,938,11064,3371,28366,8800,26305,18209,13364,9939,9055,6529,8846,5298,9647,7003,8481,6523,8516,6873,9478,7716,11505,10104,14312,14559,15132,22213,5941,18456,4838,12029,4029,10107,3072,9703,1200,6228,124,1046,0,0,0,0
22-Nov,경부선,1749,서동탄,1,0,1264,14,4496,802,11035,1935,4122,1472,2838,885,1855,850,1736,1153,1515,1094,1301,1100,1452,1350,1714,1917,1663,2190,2035,2942,2427,4907,924,5605,742,2476,589,2106,322,2483,112,1573,15,1138,0,30,0,0
22-Nov,경부선,1750,광명,0,0,10,1196,2938,2866,11660,6580,10157,6810,6481,5963,3706,3932,6728,2286,4887,7555,4399,135,3726,7609,8184,3878,2969,4917,8857,6760,10075,12107,8561,7237,6962,3610,3728,5963,2240,2566,1083,58,1,1,0,0,0,0
22-Nov,경인선,1801,개봉,1569,2,18256,4917,38529,10600,97372,15247,92197,26482,55226,20606,37300,16918,32749,18941,33465,24213,30299,25117,26268,28736,26613,34421,30289,45709,31861,61877,30993,88727,17926,70948,13628,41440,11227,37863,9253,31708,3321,18297,67,1406,1,0,0,0
22-Nov,경인선,1802,오류동,589,1,12684,1589,20267,5037,52169,6368,51464,12468,29685,12079,20581,9463,18902,9281,21076,11805,18173,13423,14788,14789,14891,17444,16608,21835,15710,29022,13875,44467,7970,38932,6158,22515,5461,20086,3901,18245,1538,11427,31,1022,0,0,0,0
22-Nov,경인선,1803,역곡,1118,20,30055,3421,45877,10598,122951,15457,120963,38933,67097,41457,43241,26001,38732,28787,41458,31133,38680,31722,33404,34883,36128,38533,43829,56400,47191,75190,41965,116781,23537,98567,19359,52907,16785,49509,14054,42285,6127,28768,319,1799,0,1,0,0
22-Nov,경인선,1804,부천,2895,15,38914,4998,44543,12781,110299,18177,109286,51360,63919,44405,46242,38397,46591,38431,50814,45975,48462,50685,46189,50135,51670,53645,59320,65871,60631,89389,56214,124095,34995,103155,30006,57526,29332,49699,24423,40979,11033,26831,420,3209,0,2,0,0
22-Nov,경인선,1805,송내,1837,5,16595,9481,40029,17052,114751,30929,95538,80795,54227,41820,38972,23679,37015,23310,38453,26014,34487,28089,30090,29407,33795,33164,39611,44742,48776,63360,77801,98496,30527,86827,22465,49329,19578,41601,14815,38161,6984,22398,492,2462,0,2,0,0
22-Nov,경인선,1806,부평,9054,56,22811,6088,37133,13592,84640,20277,83097,34390,47108,37036,37788,34200,38224,38284,41950,44983,42473,50405,42061,50298,46161,54361,54255,68831,58375,86269,54659,121225,38751,99461,35870,52440,36769,44333,31286,37011,16118,23282,2450,5410,3,4,0,1
22-Nov,경인선,1807,백운,162,2,7846,1805,14208,4155,28800,4603,26278,8715,16041,6274,12212,5672,11342,6759,11775,7885,9965,8496,8365,8900,9045,11636,11006,14310,10920,18602,8952,23629,4332,22744,3886,12774,3453,11459,2222,10587,1112,7016,113,1503,1,1,0,0
22-Nov,경인선,1808,동암,653,15,20166,3732,35253,8107,65558,13587,62052,17525,36180,14233,27006,13153,24211,15361,25098,17205,22720,18979,20034,19060,19803,24389,22820,32958,25381,45622,22935,61590,13488,56065,10997,34597,9520,29343,7211,26045,3473,16648,259,3753,0,0,1,2
22-Nov,경인선,1809,주안,1094,31,15162,4831,29963,9715,65121,19226,60330,32831,37570,26656,28084,19587,27763,19096,31223,23363,29641,20801,27020,23590,31752,24005,34832,32660,42744,41153,40077,59674,22366,60545,19152,33419,17938,28643,14828,25728,6775,18579,682,4529,0,1,0,1
22-Nov,경인선,1810,제물포,883,4,8234,1939,16512,5466,40990,12929,35564,35231,19930,17829,16262,10438,16090,8822,16639,12434,15680,12542,14009,12070,18999,13082,24169,16608,24410,22679,24459,31261,9894,31997,7572,17096,6027,15489,4386,14331,1548,9883,90,2885,0,2,0,0
22-Nov,경인선,1811,동인천,1587,5,7206,2747,17124,11045,41198,24077,33562,34388,21092,18477,18841,18548,19498,21736,21751,19375,21390,21626,21976,20655,26844,19459,29867,23372,39635,28616,42875,33604,16588,33599,12312,19227,9719,15006,6178,14203,2271,9198,22,3066,0,6,0,0
22-Nov,경인선,1812,인천,342,30,1517,1056,3506,3334,6296,5965,5486,8927,3709,5600,3449,6825,4094,8637,5982,8789,7676,7858,9385,6772,11322,5514,13349,4627,14467,4311,13513,4339,5723,3174,4576,2303,3095,1814,1672,1633,426,1209,12,1004,0,8,0,0
22-Nov,경인선,1813,구일,286,12,4263,1312,10218,4061,27005,7731,24781,15246,14034,14215,10530,7564,9667,7038,10521,10225,9825,14987,8832,10260,11992,11971,16435,16144,17649,22468,14806,30957,6050,26068,4870,12456,8735,10765,18524,8649,2004,5291,36,422,1,1,0,0
22-Nov,경인선,1814,소사,1178,18,15649,3419,14887,5924,32329,8341,29333,16178,18822,11834,15243,11401,13751,10228,14765,12844,13192,11693,11872,12103,13295,13127,17368,17868,16148,22569,13756,28949,7621,25849,5313,14783,4574,13397,3247,12328,1142,8963,52,1265,0,2,0,0
22-Nov,경인선,1815,부개,1950,4,10050,2004,17296,3848,41729,5985,34934,10790,20235,6794,14897,5631,13109,7445,13638,8698,12652,9685,9837,10487,10117,13269,12781,18035,11601,22882,11053,30620,6064,27855,4276,15169,3705,14406,2645,12423,1156,8466,92,1413,0,1,0,0
22-Nov,경인선,1816,간석,338,13,5983,1289,11950,2422,24065,4465,21034,9550,12502,5715,9594,5307,9075,5610,9506,6158,8574,7519,7622,7441,8365,9492,9224,11933,9488,15028,9741,19298,5002,18435,4115,10613,3727,8284,2709,7630,1166,5264,129,1501,0,0,0,1
22-Nov,경인선,1817,도원,507,4,2365,1290,3880,2383,8465,5411,7725,19153,4715,4568,4480,3934,4724,3605,5340,3641,5548,4057,4543,4241,6476,4658,11533,5719,8646,6241,8306,7260,2957,6380,2340,3987,1858,3247,950,2798,332,2180,47,1040,0,5,0,1
22-Nov,경인선,1821,온수(성공회대입구),162,4,5858,1376,9460,3593,24123,9351,23043,15278,14806,9362,11294,6542,10639,6843,12881,8414,10922,8481,10330,9157,11136,9872,16672,12002,14709,16214,11978,22112,5734,19163,4267,10741,4497,10222,3306,8841,1331,5554,74,655,2,2,0,0
22-Nov,경인선,1822,중동,1101,15,11648,1328,19147,3359,46556,5729,37273,13548,21278,8879,15135,7602,13768,8877,14677,9773,13149,10629,11386,11575,11046,13742,12310,17916,13209,23725,12939,34271,6656,29572,4968,17748,4597,14519,3032,13253,1217,9067,133,1353,0,0,0,0
22-Nov,경인선,1823,도화,321,6,4369,692,7369,1649,16951,4101,14589,6994,8662,3564,7157,3715,6753,3986,6532,4837,6371,5319,5553,5666,5686,6673,6544,8705,6944,9984,6599,11677,3145,10894,2546,6441,1879,5583,1353,4861,597,3789,35,1415,1,1,0,1
22-Nov,경원선,1008,이촌(국립중앙박물관),81,1,1122,652,3536,2775,9133,4678,10604,8288,8332,5504,6754,3778,6246,3880,6445,4027,6821,4425,6159,4335,7017,5289,8624,5974,10215,6953,9459,8719,5314,6372,4100,4194,3670,3904,2118,3996,651,2224,62,642,0,1,0,0
22-Nov,경원선,1009,서빙고,74,2,983,659,2088,3217,3395,4713,3920,9262,3609,4604,3128,3193,2857,2822,3217,2658,3650,3625,3639,3862,4607,4232,6551,4103,9109,3384,7591,4128,3149,3232,2136,1700,1964,1872,1102,1583,238,1023,27,303,0,2,0,0
22-Nov,경원선,1010,한남,195,0,1862,830,2725,4842,4560,10580,5985,14991,5056,11441,4593,6065,5326,4822,5604,4872,5012,5311,5863,4933,7414,4801,9365,6171,15302,7268,14486,7500,6987,6058,5009,3064,5106,3287,4551,2386,1809,1488,116,405,0,3,0,0
22-Nov,경원선,1011,옥수,3,0,1,36,8,114,58,45,127,330,24,28,40,175,22,203,11,109,15,15,21,5,14,16,459,66,452,115,35,28,470,22,68,21,52,22,20,13,4,0,1,0,0,0,0,0
22-Nov,경원선,1012,응봉,119,0,1202,274,3141,1116,7635,1580,8622,2472,5507,1560,3706,1446,3226,1432,3044,1876,2776,2061,2644,2845,2652,2806,3159,3733,2972,4656,2781,5758,1533,4814,1079,2942,851,2476,688,2506,221,1467,16,434,0,1,0,0
22-Nov,경원선,1013,왕십리(성동구청),931,13,5914,1253,9092,5910,26337,12462,44468,24129,29078,22056,17349,19822,17573,20120,21158,23882,23749,24704,23762,25158,27148,28906,33389,33418,35611,47181,33411,70333,25436,49060,24934,28164,27890,23670,25852,20886,11892,10578,1877,4190,0,0,0,1
22-Nov,경원선,1014,청량리(서울시립대입구),1158,12,5951,1931,7789,12811,29147,16725,45217,26441,24641,32021,33496,32825,24358,32911,29614,31298,36385,32956,29646,33898,37379,37409,37786,35517,34039,34745,41012,51709,22833,35893,26638,19549,19372,21039,10901,12115,5064,6744,214,3381,1,0,0,0
22-Nov,경원선,1016,외대앞,476,13,4997,3275,8120,5531,19615,5293,25211,29029,15256,13344,12055,17551,16170,16905,16793,16086,15720,13286,17990,16739,17670,14014,24717,15875,29400,19595,20102,26537,12220,20851,10326,13403,11203,13120,7980,13612,3780,10200,207,2092,1,10,0,0
22-Nov,경원선,1017,신이문,1604,2,9550,1741,15041,3447,37366,4384,41626,9296,22428,5335,15644,5651,13634,6591,13210,8429,12880,9598,10278,10971,9906,14528,11112,17884,10298,22736,9365,32310,5706,24835,3469,15498,2715,13339,2050,12140,961,7968,69,1485,0,2,0,0
22-Nov,경원선,1018,석계,1219,7,6612,1821,11684,3600,25578,5715,29651,10112,19218,8385,15756,7759,14827,9526,14580,9937,14245,11930,12357,12847,12427,16950,12960,21971,13610,27233,12066,39016,8347,27612,6442,17210,6591,15710,4840,12935,2387,8386,167,1791,1,12,0,0
22-Nov,경원선,1019,광운대,2225,10,6286,1031,13041,2256,32090,5740,28561,21047,15279,11925,11730,12269,11821,15585,13633,11503,13508,13873,13976,13626,14114,12203,17494,15685,19107,17910,14110,26263,7550,21312,6378,12958,6624,11896,4981,10143,2274,8534,242,4198,0,32,0,0
22-Nov,경원선,1020,월계,1058,22,5410,1039,10518,2315,26249,6598,25902,13924,15568,15754,12124,9120,12165,6997,13884,9258,13491,13082,12338,9704,12356,10778,15380,14048,16335,16594,11495,24351,6156,18881,4659,10183,4137,9591,3083,7799,1135,5628,86,1254,0,1,0,0
22-Nov,경원선,1021,녹천,1233,27,4252,663,7748,1295,22563,4435,21074,5982,11281,3257,7951,3274,7185,3338,8131,4375,6400,4528,5551,5034,5376,6016,6987,7623,5652,10476,4594,15520,2987,12800,1912,7406,1760,6611,1296,5696,421,3815,41,922,0,0,0,0
22-Nov,경원선,1022,창동,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0
22-Nov,경원선,1901,방학,806,13,11840,1549,15983,4630,36017,8730,32693,21171,21626,12474,17037,10554,16128,10233,17461,12806,15286,12910,13823,14017,13940,18173,15092,21254,15834,25528,17900,30946,9017,27040,6522,15417,5645,12905,3993,11150,1656,6672,273,2268,1,1,0,0
22-Nov,경원선,1902,도봉,312,24,7641,1235,9925,3835,20696,3928,18595,10025,13192,8727,11146,7532,10273,6614,10055,8611,10009,8646,9972,9195,10013,11388,9979,12568,10522,14699,10165,17074,4371,14910,3023,8975,2491,7811,1783,6784,778,3966,110,1384,0,0,0,0
22-Nov,경원선,1903,도봉산,239,2,6300,1048,9166,2783,22147,4604,21962,7837,15412,13350,12453,17100,12228,15336,14473,15406,17557,12244,21970,10565,22988,10327,22913,10084,18516,9409,13353,10179,7236,8459,4186,5326,2964,4880,1908,4675,824,2997,114,1160,0,0,0,0
22-Nov,경원선,1904,망월사,510,2,7750,1029,13109,3685,28501,5232,28928,19792,18157,17641,14205,11437,15387,17032,14926,13716,15341,12138,16036,14453,15205,13990,17586,15910,21929,20811,12173,27211,6633,24428,5294,14242,4878,12477,3576,10595,1503,7092,383,2564,0,3,0,0
22-Nov,경원선,1905,회룡,1247,19,15573,1834,27512,5363,59609,8307,50110,12551,30971,11259,25704,11636,23821,12541,22182,15026,19562,16566,16289,17875,15745,22573,15585,29163,14309,37011,11831,45716,7534,45086,5535,24381,4706,20906,3496,16312,1555,10807,282,4053,1,6,0,0
22-Nov,경원선,1906,의정부,2501,13,11493,2368,25743,7304,53301,12662,50209,36478,29203,35589,24518,26396,26832,29336,29952,32532,30010,35462,31064,33106,34231,32490,37166,39551,42212,47327,43294,61640,26461,54825,25070,30937,17913,24886,14720,21220,6637,14473,725,6769,0,16,0,0
22-Nov,경원선,1907,가능,589,9,8138,1685,12374,4194,25955,7276,23498,14211,12949,8699,12257,6407,11884,7095,11680,7083,10131,8436,8825,8040,8910,9623,11094,12330,12690,17382,9694,21680,5870,18269,4216,13168,3984,9211,2841,8420,1080,5168,124,2056,1,0,0,0
22-Nov,경원선,1908,녹양,367,3,5318,928,8474,2396,19418,5019,15894,9056,9509,4759,8668,3804,8016,4845,7897,4680,6986,5712,6371,5503,6608,6791,7277,8717,8453,12201,8732,15100,3651,13093,2593,8500,2363,6707,1364,6480,598,3854,53,1533,0,0,0,0
22-Nov,경원선,1909,양주,1788,11,5195,2162,11430,6547,31728,11634,26260,12505,18841,8702,15727,7490,13800,7456,13028,8809,11803,9176,10233,9318,11133,11855,14080,14453,15428,19857,15966,24636,6902,20972,4186,14162,3194,11109,1995,10652,744,6413,64,2654,0,0,0,0
22-Nov,경원선,1910,덕계,36,1,3171,944,9307,5637,14364,4270,13662,6795,7308,3621,5706,2420,5498,2734,4793,3187,4918,3661,4343,3647,5680,4636,7802,5266,7063,8680,5883,10240,2327,10325,1570,5481,982,4547,836,3909,327,2555,23,792,0,0,0,0
22-Nov,경원선,1911,덕정,7,0,3694,1878,8530,7158,18586,11032,19985,19657,11703,12001,9019,6949,9718,7030,10933,8835,11071,7783,9472,6583,11855,8583,14632,8883,16895,13283,14934,14637,5219,15133,3748,8890,3201,7756,2251,6470,1191,4834,199,1328,0,0,0,0
22-Nov,경원선,1912,지행,95,2,5045,1077,11330,2480,24170,5962,24900,13926,15755,8375,12191,6176,11642,7434,10525,8559,11001,10791,9956,9169,9822,12101,10893,13785,11721,20410,12904,19968,7000,20628,5856,14434,4809,10397,3599,8542,1796,7264,144,2459,0,0,0,0
