,호선,역명,고유역번호(외부역코드),요일,승하차구분,06시이전,06-07시간대,07-08시간대,08-09시간대,09-10시간대,10-11시간대,11-12시간대,12-13시간대,13-14시간대,14-15시간대,15-16시간대,16-17시간대,17-18시간대,18-19시간대,19-20시간대,20-21시간대,21-22시간대,22-23시간대,23-24시간대,24시이후,총 이용인원,위도,경도,location
807,2호선,신설동,246,3.0,승차,2976.0,2949.0,10517.0,19495.0,10742.0,7757.0,9154.0,10628.0,11242.0,11669.0,12708.0,14326.0,20262.0,23091.0,9305.0,5795.0,5218.0,3642.0,1366.0,423.0,193265.0,37.574653,127.025158,"(37.574653, 127.025158)"
808,2호선,신설동,246,3.0,승하차 차이,2325.0,-699.0,-406.0,-9529.0,-5264.0,-2694.0,-742.0,1010.0,620.0,2411.0,3419.0,5635.0,9348.0,8356.0,-1119.0,-965.0,-705.0,-2375.0,-2863.0,-1753.0,4010.0,37.574653,127.025158,"(37.574653, 127.025158)"
809,2호선,신설동,246,3.0,하차,651.0,3648.0,10923.0,29024.0,16006.0,10451.0,9896.0,9618.0,10622.0,9258.0,9289.0,8691.0,10914.0,14735.0,10424.0,6760.0,5923.0,6017.0,4229.0,2176.0,189255.0,37.574653,127.025158,"(37.574653, 127.025158)"
810,2호선,신설동,246,4.0,승차,2907.0,2938.0,10137.0,18332.0,10096.0,8172.0,9712.0,11867.0,12127.0,13268.0,14816.0,17097.0,23624.0,29460.0,10141.0,6566.0,6628.0,4077.0,1770.0,505.0,214240.0,37.574653,127.025158,"(37.574653, 127.025158)"
811,2호선,신설동,246,4.0,승하차 차이,2223.0,-700.0,-365.0,-9867.0,-7030.0,-6416.0,-2203.0,469.0,-836.0,2058.0,3999.0,6676.0,11442.0,14355.0,-358.0,-206.0,745.0,-1815.0,-2973.0,-2475.0,6723.0,37.574653,127.025158,"(37.574653, 127.025158)"
812,2호선,신설동,246,4.0,하차,684.0,3638.0,10502.0,28199.0,17126.0,14588.0,11915.0,11398.0,12963.0,11210.0,10817.0,10421.0,12182.0,15105.0,10499.0,6772.0,5883.0,5892.0,4743.0,2980.0,207517.0,37.574653,127.025158,"(37.574653, 127.025158)"
813,2호선,신설동,246,5.0,승차,2234.0,1970.0,2683.0,5044.0,7004.0,8594.0,12326.0,15156.0,16689.0,19536.0,21247.0,21190.0,19103.0,17108.0,6769.0,5208.0,5793.0,3085.0,1342.0,160.0,192241.0,37.574653,127.025158,"(37.574653, 127.025158)"
814,2호선,신설동,246,5.0,승하차 차이,1606.0,-715.0,-2057.0,-2966.0,-4663.0,-9413.0,-6105.0,-3755.0,-1755.0,4121.0,8060.0,10267.0,9583.0,9514.0,634.0,-54.0,687.0,-1787.0,-2965.0,-721.0,7516.0,37.574653,127.025158,"(37.574653, 127.025158)"
815,2호선,신설동,246,5.0,하차,628.0,2685.0,4740.0,8010.0,11667.0,18007.0,18431.0,18911.0,18444.0,15415.0,13187.0,10923.0,9520.0,7594.0,6135.0,5262.0,5106.0,4872.0,4307.0,881.0,184725.0,37.574653,127.025158,"(37.574653, 127.025158)"
816,2호선,신설동,246,6.0,승차,1301.0,1293.0,1909.0,3527.0,5133.0,7558.0,10733.0,14319.0,17305.0,20081.0,21989.0,20574.0,16912.0,18217.0,5967.0,3982.0,3428.0,2430.0,981.0,116.0,177755.0,37.574653,127.025158,"(37.574653, 127.025158)"
817,2호선,신설동,246,6.0,승하차 차이,853.0,-672.0,-1239.0,-2481.0,-7658.0,-14562.0,-9393.0,-4936.0,-1181.0,5049.0,10125.0,11986.0,9989.0,12117.0,584.0,-864.0,-1390.0,-1793.0,-2341.0,-455.0,1738.0,37.574653,127.025158,"(37.574653, 127.025158)"
818,2호선,신설동,246,6.0,하차,448.0,1965.0,3148.0,6008.0,12791.0,22120.0,20126.0,19255.0,18486.0,15032.0,11864.0,8588.0,6923.0,6100.0,5383.0,4846.0,4818.0,4223.0,3322.0,571.0,176017.0,37.574653,127.025158,"(37.574653, 127.025158)"
819,2호선,신정네거리,249,0.0,승차,16524.0,38233.0,106608.0,93544.0,45180.0,28362.0,25214.0,24708.0,22391.0,18766.0,18499.0,21099.0,21324.0,20730.0,12119.0,8789.0,6994.0,5603.0,2116.0,594.0,537397.0,37.520218,126.852849,"(37.520218, 126.852849)"
820,2호선,신정네거리,249,0.0,승하차 차이,14885.0,33401.0,97466.0,71526.0,29927.0,15658.0,9782.0,7112.0,3048.0,-2272.0,-10614.0,-15379.0,-33315.0,-75491.0,-63115.0,-29345.0,-26201.0,-22244.0,-14947.0,-4314.0,-14432.0,37.520218,126.852849,"(37.520218, 126.852849)"
821,2호선,신정네거리,249,0.0,하차,1639.0,4832.0,9142.0,22018.0,15253.0,12704.0,15432.0,17596.0,19343.0,21038.0,29113.0,36478.0,54639.0,96221.0,75234.0,38134.0,33195.0,27847.0,17063.0,4908.0,551829.0,37.520218,126.852849,"(37.520218, 126.852849)"
822,2호선,신정네거리,249,1.0,승차,16480.0,40764.0,117477.0,104287.0,49182.0,29718.0,24975.0,26303.0,23065.0,20088.0,18406.0,21696.0,23052.0,22342.0,12648.0,9325.0,7971.0,6168.0,2483.0,689.0,577119.0,37.520218,126.852849,"(37.520218, 126.852849)"
823,2호선,신정네거리,249,1.0,승하차 차이,14758.0,35433.0,107727.0,80972.0,32969.0,16132.0,8888.0,8223.0,2683.0,-1895.0,-11766.0,-17177.0,-35394.0,-80763.0,-67821.0,-30402.0,-29346.0,-25925.0,-18026.0,-5530.0,-16260.0,37.520218,126.852849,"(37.520218, 126.852849)"
824,2호선,신정네거리,249,1.0,하차,1722.0,5331.0,9750.0,23315.0,16213.0,13586.0,16087.0,18080.0,20382.0,21983.0,30172.0,38873.0,58446.0,103105.0,80469.0,39727.0,37317.0,32093.0,20509.0,6219.0,593379.0,37.520218,126.852849,"(37.520218, 126.852849)"
825,2호선,신정네거리,249,2.0,승차,16368.0,39744.0,115759.0,102857.0,48649.0,30036.0,25662.0,26202.0,23644.0,19304.0,19138.0,21978.0,23758.0,22852.0,12955.0,9667.0,8456.0,6300.0,2598.0,736.0,576663.0,37.520218,126.852849,"(37.520218, 126.852849)"
826,2호선,신정네거리,249,2.0,승하차 차이,14578.0,34400.0,106237.0,80025.0,32988.0,17151.0,10338.0,8114.0,2049.0,-3042.0,-12510.0,-17789.0,-35158.0,-78419.0,-65094.0,-29711.0,-28626.0,-26870.0,-19775.0,-6399.0,-17513.0,37.520218,126.852849,"(37.520218, 126.852849)"
827,2호선,신정네거리,249,2.0,하차,1790.0,5344.0,9522.0,22832.0,15661.0,12885.0,15324.0,18088.0,21595.0,22346.0,31648.0,39767.0,58916.0,101271.0,78049.0,39378.0,37082.0,33170.0,22373.0,7135.0,594176.0,37.520218,126.852849,"(37.520218, 126.852849)"
828,2호선,신정네거리,249,3.0,승차,16482.0,39979.0,116149.0,103876.0,50034.0,30140.0,25737.0,26141.0,23055.0,19856.0,18708.0,22278.0,23956.0,23048.0,13092.0,9638.0,8616.0,6403.0,2709.0,794.0,580691.0,37.520218,126.852849,"(37.520218, 126.852849)"
829,2호선,신정네거리,249,3.0,승하차 차이,14752.0,34636.0,106546.0,80943.0,34287.0,17161.0,9696.0,8295.0,2781.0,-2569.0,-11765.0,-17696.0,-34988.0,-78343.0,-62959.0,-31438.0,-29380.0,-28121.0,-20753.0,-7129.0,-16044.0,37.520218,126.852849,"(37.520218, 126.852849)"
830,2호선,신정네거리,249,3.0,하차,1730.0,5343.0,9603.0,22933.0,15747.0,12979.0,16041.0,17846.0,20274.0,22425.0,30473.0,39974.0,58944.0,101391.0,76051.0,41076.0,37996.0,34524.0,23462.0,7923.0,596735.0,37.520218,126.852849,"(37.520218, 126.852849)"
831,2호선,신정네거리,249,4.0,승차,16082.0,37652.0,109132.0,98097.0,47806.0,30822.0,25707.0,26882.0,24420.0,21193.0,21668.0,25213.0,27986.0,27385.0,15645.0,10610.0,9079.0,7946.0,3527.0,906.0,587758.0,37.520218,126.852849,"(37.520218, 126.852849)"
832,2호선,신정네거리,249,4.0,승하차 차이,14307.0,32248.0,99598.0,74778.0,31783.0,17318.0,9317.0,7547.0,1877.0,-2374.0,-11688.0,-17122.0,-31739.0,-70776.0,-58051.0,-26430.0,-27355.0,-24986.0,-22946.0,-9850.0,-14544.0,37.520218,126.852849,"(37.520218, 126.852849)"
833,2호선,신정네거리,249,4.0,하차,1775.0,5404.0,9534.0,23319.0,16023.0,13504.0,16390.0,19335.0,22543.0,23567.0,33356.0,42335.0,59725.0,98161.0,73696.0,37040.0,36434.0,32932.0,26473.0,10756.0,602302.0,37.520218,126.852849,"(37.520218, 126.852849)"
834,2호선,신정네거리,249,5.0,승차,12425.0,13267.0,21750.0,30827.0,34904.0,35075.0,36255.0,37221.0,33863.0,29624.0,26419.0,27544.0,22931.0,15941.0,11267.0,9128.0,7607.0,6180.0,2549.0,71.0,414848.0,37.520218,126.852849,"(37.520218, 126.852849)"
835,2호선,신정네거리,249,5.0,승하차 차이,10780.0,8555.0,15398.0,15271.0,20195.0,20744.0,19449.0,16997.0,11488.0,6910.0,-1147.0,-6071.0,-14358.0,-23057.0,-19501.0,-18411.0,-19557.0,-21354.0,-17631.0,-134.0,4566.0,37.520218,126.852849,"(37.520218, 126.852849)"
836,2호선,신정네거리,249,5.0,하차,1645.0,4712.0,6352.0,15556.0,14709.0,14331.0,16806.0,20224.0,22375.0,22714.0,27566.0,33615.0,37289.0,38998.0,30768.0,27539.0,27164.0,27534.0,20180.0,205.0,410282.0,37.520218,126.852849,"(37.520218, 126.852849)"
837,2호선,신정네거리,249,6.0,승차,6406.0,8706.0,12569.0,20100.0,27817.0,27047.0,24388.0,26741.0,25752.0,21825.0,19053.0,18185.0,15830.0,12841.0,10120.0,7810.0,6526.0,4403.0,1703.0,50.0,297872.0,37.520218,126.852849,"(37.520218, 126.852849)"
838,2호선,신정네거리,249,6.0,승하차 차이,5013.0,4696.0,8112.0,11882.0,18149.0,16430.0,13388.0,14003.0,9066.0,3451.0,-3509.0,-8170.0,-11852.0,-16278.0,-14702.0,-13825.0,-14185.0,-14324.0,-10580.0,-76.0,-3311.0,37.520218,126.852849,"(37.520218, 126.852849)"
839,2호선,신정네거리,249,6.0,하차,1393.0,4010.0,4457.0,8218.0,9668.0,10617.0,11000.0,12738.0,16686.0,18374.0,22562.0,26355.0,27682.0,29119.0,24822.0,21635.0,20711.0,18727.0,12283.0,126.0,301183.0,37.520218,126.852849,"(37.520218, 126.852849)"
840,2호선,신촌,240,0.0,승차,12428.0,27227.0,74569.0,108247.0,70007.0,62486.0,72639.0,88055.0,95021.0,96578.0,116208.0,136438.0,169865.0,169563.0,113410.0,111340.0,118982.0,112485.0,47392.0,9246.0,1812186.0,37.555153,126.93689,"(37.555153, 126.93689)"
841,2호선,신촌,240,0.0,승하차 차이,7026.0,-1754.0,1428.0,-56622.0,-107274.0,-59166.0,-23534.0,-15741.0,-20963.0,-435.0,25812.0,40647.0,38178.0,-28620.0,-13833.0,43321.0,59581.0,64334.0,15567.0,-313.0,-32361.0,37.555153,126.93689,"(37.555153, 126.93689)"
842,2호선,신촌,240,0.0,하차,5402.0,28981.0,73141.0,164869.0,177281.0,121652.0,96173.0,103796.0,115984.0,97013.0,90396.0,95791.0,131687.0,198183.0,127243.0,68019.0,59401.0,48151.0,31825.0,9559.0,1844547.0,37.555153,126.93689,"(37.555153, 126.93689)"
843,2호선,신촌,240,1.0,승차,10841.0,28002.0,80878.0,120977.0,75196.0,64613.0,74211.0,91205.0,99393.0,102016.0,121573.0,151742.0,182959.0,186331.0,119155.0,118361.0,129470.0,129091.0,56683.0,11282.0,1953979.0,37.555153,126.93689,"(37.555153, 126.93689)"
844,2호선,신촌,240,1.0,승하차 차이,5674.0,-2103.0,1273.0,-65669.0,-125764.0,-56486.0,-33935.0,-17560.0,-18387.0,2298.0,30979.0,52231.0,39002.0,-32324.0,-21903.0,44489.0,65891.0,73821.0,20475.0,110.0,-37888.0,37.555153,126.93689,"(37.555153, 126.93689)"
845,2호선,신촌,240,1.0,하차,5167.0,30105.0,79605.0,186646.0,200960.0,121099.0,108146.0,108765.0,117780.0,99718.0,90594.0,99511.0,143957.0,218655.0,141058.0,73872.0,63579.0,55270.0,36208.0,11172.0,1991867.0,37.555153,126.93689,"(37.555153, 126.93689)"
846,2호선,신촌,240,2.0,승차,11485.0,27462.0,79937.0,119564.0,75169.0,64785.0,74709.0,92410.0,100426.0,104418.0,124647.0,148820.0,187377.0,185871.0,121518.0,118927.0,131955.0,126184.0,59974.0,12028.0,1967666.0,37.555153,126.93689,"(37.555153, 126.93689)"
847,2호선,신촌,240,2.0,승하차 차이,6045.0,-2084.0,3067.0,-62304.0,-118838.0,-61658.0,-32831.0,-13918.0,-21032.0,2160.0,32494.0,46671.0,44264.0,-36261.0,-16590.0,46137.0,66242.0,68409.0,20576.0,-605.0,-30056.0,37.555153,126.93689,"(37.555153, 126.93689)"
848,2호선,신촌,240,2.0,하차,5440.0,29546.0,76870.0,181868.0,194007.0,126443.0,107540.0,106328.0,121458.0,102258.0,92153.0,102149.0,143113.0,222132.0,138108.0,72790.0,65713.0,57775.0,39398.0,12633.0,1997722.0,37.555153,126.93689,"(37.555153, 126.93689)"
849,2호선,신촌,240,3.0,승차,11587.0,28394.0,80911.0,120389.0,75790.0,65886.0,76441.0,92405.0,99566.0,105801.0,124739.0,155338.0,187948.0,189443.0,120529.0,122782.0,137825.0,137438.0,67199.0,14787.0,2015198.0,37.555153,126.93689,"(37.555153, 126.93689)"
850,2호선,신촌,240,3.0,승하차 차이,6239.0,-1402.0,3986.0,-66820.0,-117662.0,-56537.0,-31647.0,-17569.0,-23295.0,3249.0,28678.0,50642.0,36850.0,-40333.0,-24264.0,46524.0,70146.0,77151.0,25998.0,-491.0,-30557.0,37.555153,126.93689,"(37.555153, 126.93689)"
851,2호선,신촌,240,3.0,하차,5348.0,29796.0,76925.0,187209.0,193452.0,122423.0,108088.0,109974.0,122861.0,102552.0,96061.0,104696.0,151098.0,229776.0,144793.0,76258.0,67679.0,60287.0,41201.0,15278.0,2045755.0,37.555153,126.93689,"(37.555153, 126.93689)"
852,2호선,신촌,240,4.0,승차,12655.0,28318.0,77180.0,115395.0,74685.0,68981.0,80480.0,98417.0,107059.0,112739.0,133338.0,157187.0,196637.0,200418.0,128673.0,126082.0,134150.0,144295.0,86781.0,20462.0,2103932.0,37.555153,126.93689,"(37.555153, 126.93689)"
853,2호선,신촌,240,4.0,승하차 차이,6961.0,-570.0,3014.0,-56772.0,-108888.0,-49162.0,-20794.0,-12099.0,-18772.0,3169.0,27134.0,33317.0,28502.0,-48205.0,-42014.0,41766.0,60501.0,76871.0,33907.0,-1111.0,-43245.0,37.555153,126.93689,"(37.555153, 126.93689)"
854,2호선,신촌,240,4.0,하차,5694.0,28888.0,74166.0,172167.0,183573.0,118143.0,101274.0,110516.0,125831.0,109570.0,106204.0,123870.0,168135.0,248623.0,170687.0,84316.0,73649.0,67424.0,52874.0,21573.0,2147177.0,37.555153,126.93689,"(37.555153, 126.93689)"
855,2호선,신촌,240,5.0,승차,16090.0,19655.0,22522.0,36177.0,48852.0,64107.0,84628.0,114148.0,119472.0,120053.0,128196.0,146888.0,149411.0,131207.0,111149.0,126546.0,132065.0,143093.0,73900.0,834.0,1788993.0,37.555153,126.93689,"(37.555153, 126.93689)"
856,2호선,신촌,240,5.0,승하차 차이,11177.0,274.0,-6853.0,-24098.0,-61686.0,-40105.0,-38134.0,-27134.0,-33332.0,-19805.0,-6819.0,4343.0,-9451.0,-16192.0,10032.0,52313.0,65403.0,81474.0,24424.0,-1038.0,-35207.0,37.555153,126.93689,"(37.555153, 126.93689)"
857,2호선,신촌,240,5.0,하차,4913.0,19381.0,29375.0,60275.0,110538.0,104212.0,122762.0,141282.0,152804.0,139858.0,135015.0,142545.0,158862.0,147399.0,101117.0,74233.0,66662.0,61619.0,49476.0,1872.0,1824200.0,37.555153,126.93689,"(37.555153, 126.93689)"
858,2호선,신촌,240,6.0,승차,16820.0,16331.0,17129.0,26559.0,35958.0,45022.0,56623.0,86158.0,87855.0,88485.0,93993.0,101211.0,103378.0,99143.0,89396.0,104804.0,101352.0,95892.0,42751.0,149.0,1309009.0,37.555153,126.93689,"(37.555153, 126.93689)"
859,2호선,신촌,240,6.0,승하차 차이,12834.0,3302.0,1308.0,-8522.0,-27662.0,-30430.0,-26011.0,-11443.0,-22673.0,-16234.0,-6444.0,-1803.0,-9758.0,-231.0,16677.0,45637.0,45208.0,47464.0,8671.0,-126.0,19764.0,37.555153,126.93689,"(37.555153, 126.93689)"
860,2호선,신촌,240,6.0,하차,3986.0,13029.0,15821.0,35081.0,63620.0,75452.0,82634.0,97601.0,110528.0,104719.0,100437.0,103014.0,113136.0,99374.0,72719.0,59167.0,56144.0,48428.0,34080.0,275.0,1289245.0,37.555153,126.93689,"(37.555153, 126.93689)"
861,2호선,아현,242,0.0,승차,8813.0,21043.0,59769.0,81213.0,43088.0,27610.0,25453.0,26438.0,24655.0,23931.0,27216.0,35102.0,34661.0,36795.0,21406.0,16264.0,11989.0,8667.0,3357.0,823.0,538293.0,37.557407,126.956079,"(37.557407, 126.956079)"
862,2호선,아현,242,0.0,승하차 차이,6819.0,9101.0,36669.0,43175.0,18359.0,8308.0,7203.0,4888.0,2187.0,500.0,-113.0,5057.0,-7051.0,-29319.0,-27293.0,-13521.0,-15765.0,-15809.0,-9637.0,-3297.0,20461.0,37.557407,126.956079,"(37.557407, 126.956079)"
863,2호선,아현,242,0.0,하차,1994.0,11942.0,23100.0,38038.0,24729.0,19302.0,18250.0,21550.0,22468.0,23431.0,27329.0,30045.0,41712.0,66114.0,48699.0,29785.0,27754.0,24476.0,12994.0,4120.0,517832.0,37.557407,126.956079,"(37.557407, 126.956079)"
864,2호선,아현,242,1.0,승차,9334.0,22389.0,65454.0,90275.0,47058.0,29263.0,26220.0,27428.0,25905.0,23895.0,28575.0,43062.0,39227.0,41078.0,24849.0,17202.0,13434.0,9680.0,3803.0,916.0,589047.0,37.557407,126.956079,"(37.557407, 126.956079)"
865,2호선,아현,242,1.0,승하차 차이,7493.0,10300.0,40056.0,40794.0,20495.0,9664.0,6841.0,5332.0,2135.0,-843.0,264.0,11563.0,-5226.0,-28905.0,-26300.0,-14203.0,-17123.0,-18027.0,-12058.0,-4026.0,28226.0,37.557407,126.956079,"(37.557407, 126.956079)"
866,2호선,아현,242,1.0,하차,1841.0,12089.0,25398.0,49481.0,26563.0,19599.0,19379.0,22096.0,23770.0,24738.0,28311.0,31499.0,44453.0,69983.0,51149.0,31405.0,30557.0,27707.0,15861.0,4942.0,560821.0,37.557407,126.956079,"(37.557407, 126.956079)"
867,2호선,아현,242,2.0,승차,9418.0,22051.0,64212.0,89931.0,47611.0,29548.0,26276.0,28292.0,27224.0,24400.0,29062.0,43774.0,39826.0,41141.0,24079.0,17644.0,13488.0,9488.0,4028.0,974.0,592467.0,37.557407,126.956079,"(37.557407, 126.956079)"
868,2호선,아현,242,2.0,승하차 차이,7540.0,9655.0,38579.0,39463.0,21040.0,9159.0,7967.0,6991.0,3096.0,-844.0,1110.0,12467.0,-3779.0,-28343.0,-25987.0,-13587.0,-17486.0,-19033.0,-12683.0,-4547.0,30778.0,37.557407,126.956079,"(37.557407, 126.956079)"
869,2호선,아현,242,2.0,하차,1878.0,12396.0,25633.0,50468.0,26571.0,20389.0,18309.0,21301.0,24128.0,25244.0,27952.0,31307.0,43605.0,69484.0,50066.0,31231.0,30974.0,28521.0,16711.0,5521.0,561689.0,37.557407,126.956079,"(37.557407, 126.956079)"
870,2호선,아현,242,3.0,승차,9499.0,22224.0,65255.0,91059.0,48321.0,29633.0,27099.0,27570.0,27288.0,24420.0,29201.0,43757.0,40479.0,40949.0,24835.0,17687.0,14024.0,10240.0,4163.0,1199.0,598902.0,37.557407,126.956079,"(37.557407, 126.956079)"
871,2호선,아현,242,3.0,승하차 차이,7604.0,9736.0,39269.0,42009.0,22861.0,9297.0,8757.0,5879.0,3453.0,-634.0,516.0,11891.0,-4409.0,-28124.0,-24740.0,-14269.0,-17709.0,-18778.0,-13507.0,-5108.0,33994.0,37.557407,126.956079,"(37.557407, 126.956079)"
872,2호선,아현,242,3.0,하차,1895.0,12488.0,25986.0,49050.0,25460.0,20336.0,18342.0,21691.0,23835.0,25054.0,28685.0,31866.0,44888.0,69073.0,49575.0,31956.0,31733.0,29018.0,17670.0,6307.0,564908.0,37.557407,126.956079,"(37.557407, 126.956079)"
873,2호선,아현,242,4.0,승차,9124.0,20975.0,61808.0,85984.0,46555.0,31801.0,28243.0,29344.0,29221.0,27694.0,32746.0,46041.0,43608.0,45855.0,26128.0,18103.0,13824.0,10707.0,4865.0,1246.0,613872.0,37.557407,126.956079,"(37.557407, 126.956079)"
874,2호선,아현,242,4.0,승하차 차이,7201.0,8297.0,36611.0,38633.0,20908.0,11106.0,8928.0,6677.0,4051.0,511.0,2656.0,11855.0,-2165.0,-20404.0,-21485.0,-10720.0,-15389.0,-17530.0,-15683.0,-6820.0,47238.0,37.557407,126.956079,"(37.557407, 126.956079)"
875,2호선,아현,242,4.0,하차,1923.0,12678.0,25197.0,47351.0,25647.0,20695.0,19315.0,22667.0,25170.0,27183.0,30090.0,34186.0,45773.0,66259.0,47613.0,28823.0,29213.0,28237.0,20548.0,8066.0,566634.0,37.557407,126.956079,"(37.557407, 126.956079)"
876,2호선,아현,242,5.0,승차,6752.0,10760.0,14639.0,24360.0,30498.0,32807.0,36510.0,37942.0,37062.0,32876.0,31194.0,31999.0,29524.0,22139.0,15363.0,12100.0,10161.0,7386.0,3519.0,204.0,427795.0,37.557407,126.956079,"(37.557407, 126.956079)"
877,2호선,아현,242,5.0,승하차 차이,5332.0,930.0,4440.0,6535.0,11789.0,16204.0,17712.0,16227.0,14456.0,8832.0,5131.0,1507.0,-4130.0,-7842.0,-8693.0,-10171.0,-13298.0,-14824.0,-13299.0,-391.0,36447.0,37.557407,126.956079,"(37.557407, 126.956079)"
878,2호선,아현,242,5.0,하차,1420.0,9830.0,10199.0,17825.0,18709.0,16603.0,18798.0,21715.0,22606.0,24044.0,26063.0,30492.0,33654.0,29981.0,24056.0,22271.0,23459.0,22210.0,16818.0,595.0,391348.0,37.557407,126.956079,"(37.557407, 126.956079)"
879,2호선,아현,242,6.0,승차,4095.0,6753.0,9019.0,15474.0,21862.0,24783.0,23887.0,30936.0,27513.0,23837.0,22770.0,21592.0,19422.0,14155.0,10697.0,9324.0,7503.0,5324.0,2397.0,179.0,301522.0,37.557407,126.956079,"(37.557407, 126.956079)"
880,2호선,아현,242,6.0,승하차 차이,2975.0,1297.0,4188.0,6086.0,10754.0,8499.0,12737.0,16676.0,9851.0,5125.0,1928.0,-2316.0,-5492.0,-9633.0,-10602.0,-11498.0,-13450.0,-12341.0,-9304.0,39.0,5519.0,37.557407,126.956079,"(37.557407, 126.956079)"
881,2호선,아현,242,6.0,하차,1120.0,5456.0,4831.0,9388.0,11108.0,16284.0,11150.0,14260.0,17662.0,18712.0,20842.0,23908.0,24914.0,23788.0,21299.0,20822.0,20953.0,17665.0,11701.0,140.0,296003.0,37.557407,126.956079,"(37.557407, 126.956079)"
882,2호선,양천구청,248,0.0,승차,9569.0,24940.0,71791.0,61802.0,32467.0,19948.0,17333.0,17159.0,14990.0,12608.0,12081.0,14210.0,16011.0,16742.0,7457.0,5327.0,4410.0,4055.0,1354.0,365.0,364619.0,37.512194,126.865193,"(37.512194, 126.865193)"
883,2호선,양천구청,248,0.0,승하차 차이,7800.0,20798.0,61644.0,41859.0,23629.0,11767.0,7770.0,4950.0,1473.0,-1457.0,-5957.0,-8899.0,-19760.0,-43849.0,-44537.0,-21138.0,-19807.0,-14844.0,-11923.0,-3658.0,-14139.0,37.512194,126.865193,"(37.512194, 126.865193)"
884,2호선,양천구청,248,0.0,하차,1769.0,4142.0,10147.0,19943.0,8838.0,8181.0,9563.0,12209.0,13517.0,14065.0,18038.0,23109.0,35771.0,60591.0,51994.0,26465.0,24217.0,18899.0,13277.0,4023.0,378758.0,37.512194,126.865193,"(37.512194, 126.865193)"
885,2호선,양천구청,248,1.0,승차,9583.0,25536.0,78082.0,69315.0,35415.0,20549.0,17319.0,17991.0,15379.0,12492.0,12437.0,15164.0,17948.0,18881.0,8045.0,5424.0,5018.0,4318.0,1410.0,455.0,390761.0,37.512194,126.865193,"(37.512194, 126.865193)"
886,2호선,양천구청,248,1.0,승하차 차이,7842.0,21200.0,67336.0,46991.0,25784.0,12393.0,7869.0,5534.0,1521.0,-2957.0,-7152.0,-10000.0,-19791.0,-44847.0,-46089.0,-23164.0,-21523.0,-17642.0,-15174.0,-4810.0,-16679.0,37.512194,126.865193,"(37.512194, 126.865193)"
887,2호선,양천구청,248,1.0,하차,1741.0,4336.0,10746.0,22324.0,9631.0,8156.0,9450.0,12457.0,13858.0,15449.0,19589.0,25164.0,37739.0,63728.0,54134.0,28588.0,26541.0,21960.0,16584.0,5265.0,407440.0,37.512194,126.865193,"(37.512194, 126.865193)"
888,2호선,양천구청,248,2.0,승차,9524.0,25311.0,77128.0,69127.0,35789.0,21148.0,17733.0,17849.0,15743.0,13282.0,13262.0,15225.0,18691.0,18410.0,7733.0,5532.0,4577.0,3894.0,1384.0,489.0,391831.0,37.512194,126.865193,"(37.512194, 126.865193)"
889,2호선,양천구청,248,2.0,승하차 차이,7753.0,21048.0,66664.0,46824.0,26134.0,12732.0,8419.0,5654.0,1145.0,-2277.0,-5936.0,-9555.0,-19158.0,-44567.0,-44828.0,-22385.0,-22578.0,-18197.0,-15698.0,-5345.0,-14151.0,37.512194,126.865193,"(37.512194, 126.865193)"
890,2호선,양천구청,248,2.0,하차,1771.0,4263.0,10464.0,22303.0,9655.0,8416.0,9314.0,12195.0,14598.0,15559.0,19198.0,24780.0,37849.0,62977.0,52561.0,27917.0,27155.0,22091.0,17082.0,5834.0,405982.0,37.512194,126.865193,"(37.512194, 126.865193)"
891,2호선,양천구청,248,3.0,승차,9536.0,25294.0,77316.0,69492.0,36134.0,21602.0,17946.0,18384.0,15555.0,12903.0,13057.0,15807.0,19152.0,18966.0,8107.0,5800.0,4773.0,4542.0,1507.0,546.0,396419.0,37.512194,126.865193,"(37.512194, 126.865193)"
892,2호선,양천구청,248,3.0,승하차 차이,7728.0,20877.0,66585.0,47024.0,26431.0,13239.0,8301.0,5937.0,1143.0,-2993.0,-7001.0,-9756.0,-18653.0,-43205.0,-43704.0,-22478.0,-22630.0,-18906.0,-16609.0,-6368.0,-15038.0,37.512194,126.865193,"(37.512194, 126.865193)"
893,2호선,양천구청,248,3.0,하차,1808.0,4417.0,10731.0,22468.0,9703.0,8363.0,9645.0,12447.0,14412.0,15896.0,20058.0,25563.0,37805.0,62171.0,51811.0,28278.0,27403.0,23448.0,18116.0,6914.0,411457.0,37.512194,126.865193,"(37.512194, 126.865193)"
894,2호선,양천구청,248,4.0,승차,9330.0,24151.0,72593.0,65480.0,34066.0,21374.0,18166.0,18479.0,16626.0,14189.0,14743.0,17312.0,20849.0,22691.0,9030.0,6113.0,4691.0,4728.0,1787.0,550.0,396948.0,37.512194,126.865193,"(37.512194, 126.865193)"
895,2호선,양천구청,248,4.0,승하차 차이,7561.0,19700.0,62290.0,43325.0,24583.0,12488.0,8493.0,5186.0,1480.0,-2509.0,-6434.0,-9808.0,-17686.0,-37267.0,-39640.0,-19215.0,-19637.0,-17217.0,-17895.0,-8140.0,-10342.0,37.512194,126.865193,"(37.512194, 126.865193)"
