,호선,역명,고유역번호(외부역코드),요일,승하차구분,06시이전,06-07시간대,07-08시간대,08-09시간대,09-10시간대,10-11시간대,11-12시간대,12-13시간대,13-14시간대,14-15시간대,15-16시간대,16-17시간대,17-18시간대,18-19시간대,19-20시간대,20-21시간대,21-22시간대,22-23시간대,23-24시간대,24시이후,총 이용인원,위도,경도,location
3419,5호선,올림픽공원(한국체대),2556,5.0,하차,1366.0,5177.0,4155.0,7223.0,11239.0,12614.0,13741.0,17775.0,17856.0,22479.0,21724.0,24141.0,24334.0,13501.0,8174.0,7742.0,6280.0,7279.0,5480.0,54.0,232334.0,37.516217,127.130957,"(37.516217, 127.130957)"
3420,5호선,올림픽공원(한국체대),2556,6.0,승차,1599.0,3939.0,3281.0,5399.0,7637.0,8809.0,10076.0,11481.0,12950.0,11774.0,12966.0,12988.0,15626.0,12436.0,13963.0,18020.0,18145.0,9249.0,1050.0,11.0,191399.0,37.516217,127.130957,"(37.516217, 127.130957)"
3421,5호선,올림픽공원(한국체대),2556,6.0,승하차 차이,592.0,451.0,227.0,813.0,-2690.0,-3270.0,-2269.0,-4132.0,-5240.0,-9467.0,-8461.0,-3795.0,2796.0,4002.0,7263.0,11724.0,13952.0,5027.0,-1952.0,-19.0,5552.0,37.516217,127.130957,"(37.516217, 127.130957)"
3422,5호선,올림픽공원(한국체대),2556,6.0,하차,1007.0,3488.0,3054.0,4586.0,10327.0,12079.0,12345.0,15613.0,18190.0,21241.0,21427.0,16783.0,12830.0,8434.0,6700.0,6296.0,4193.0,4222.0,3002.0,30.0,185847.0,37.516217,127.130957,"(37.516217, 127.130957)"
3423,5호선,왕십리(성동구청),2541,0.0,승차,3418.0,4337.0,12652.0,17175.0,9482.0,7738.0,8686.0,9604.0,10097.0,11222.0,13123.0,15822.0,19169.0,28051.0,15890.0,13630.0,13795.0,10838.0,4676.0,1103.0,230508.0,37.56197,127.037264,"(37.56197, 127.037264)"
3424,5호선,왕십리(성동구청),2541,0.0,승하차 차이,2382.0,-1146.0,55.0,-20910.0,-8192.0,-4420.0,-2271.0,-2515.0,-3472.0,-2104.0,-1.0,1253.0,122.0,-2719.0,-786.0,4389.0,5988.0,4111.0,655.0,-1285.0,-30866.0,37.56197,127.037264,"(37.56197, 127.037264)"
3425,5호선,왕십리(성동구청),2541,0.0,하차,1036.0,5483.0,12597.0,38085.0,17674.0,12158.0,10957.0,12119.0,13569.0,13326.0,13124.0,14569.0,19047.0,30770.0,16676.0,9241.0,7807.0,6727.0,4021.0,2388.0,261374.0,37.56197,127.037264,"(37.56197, 127.037264)"
3426,5호선,왕십리(성동구청),2541,1.0,승차,3402.0,4513.0,13892.0,18922.0,10200.0,8046.0,8972.0,9941.0,10375.0,11290.0,13171.0,17343.0,20895.0,30220.0,16550.0,14533.0,15747.0,12983.0,5585.0,1263.0,247843.0,37.56197,127.037264,"(37.56197, 127.037264)"
3427,5호선,왕십리(성동구청),2541,1.0,승하차 차이,2227.0,-1228.0,35.0,-23257.0,-9016.0,-4329.0,-2710.0,-2371.0,-3347.0,-2136.0,84.0,1590.0,177.0,-4785.0,-1620.0,4626.0,7121.0,5519.0,759.0,-1340.0,-34001.0,37.56197,127.037264,"(37.56197, 127.037264)"
3428,5호선,왕십리(성동구청),2541,1.0,하차,1175.0,5741.0,13857.0,42179.0,19216.0,12375.0,11682.0,12312.0,13722.0,13426.0,13087.0,15753.0,20718.0,35005.0,18170.0,9907.0,8626.0,7464.0,4826.0,2603.0,281844.0,37.56197,127.037264,"(37.56197, 127.037264)"
3429,5호선,왕십리(성동구청),2541,2.0,승차,3511.0,4407.0,13586.0,19248.0,10253.0,8731.0,9340.0,10297.0,11200.0,12074.0,13644.0,16920.0,20862.0,30186.0,16367.0,14418.0,16346.0,13295.0,6059.0,1393.0,252137.0,37.56197,127.037264,"(37.56197, 127.037264)"
3430,5호선,왕십리(성동구청),2541,2.0,승하차 차이,2442.0,-1013.0,24.0,-22809.0,-9018.0,-4128.0,-2517.0,-2136.0,-3302.0,-2046.0,-104.0,1036.0,-1142.0,-6127.0,-2333.0,4087.0,7444.0,5450.0,1111.0,-1592.0,-36673.0,37.56197,127.037264,"(37.56197, 127.037264)"
3431,5호선,왕십리(성동구청),2541,2.0,하차,1069.0,5420.0,13562.0,42057.0,19271.0,12859.0,11857.0,12433.0,14502.0,14120.0,13748.0,15884.0,22004.0,36313.0,18700.0,10331.0,8902.0,7845.0,4948.0,2985.0,288810.0,37.56197,127.037264,"(37.56197, 127.037264)"
3432,5호선,왕십리(성동구청),2541,3.0,승차,3441.0,4576.0,13556.0,19528.0,10564.0,8430.0,9442.0,10134.0,10947.0,11693.0,13301.0,17657.0,20762.0,30112.0,16496.0,14713.0,16660.0,13992.0,6460.0,1556.0,254020.0,37.56197,127.037264,"(37.56197, 127.037264)"
3433,5호선,왕십리(성동구청),2541,3.0,승하차 차이,2327.0,-1177.0,46.0,-22849.0,-8937.0,-4456.0,-2582.0,-2815.0,-3751.0,-2359.0,-595.0,1266.0,-1133.0,-5471.0,-2216.0,4487.0,7708.0,6029.0,1195.0,-1802.0,-37085.0,37.56197,127.037264,"(37.56197, 127.037264)"
3434,5호선,왕십리(성동구청),2541,3.0,하차,1114.0,5753.0,13510.0,42377.0,19501.0,12886.0,12024.0,12949.0,14698.0,14052.0,13896.0,16391.0,21895.0,35583.0,18712.0,10226.0,8952.0,7963.0,5265.0,3358.0,291105.0,37.56197,127.037264,"(37.56197, 127.037264)"
3435,5호선,왕십리(성동구청),2541,4.0,승차,3504.0,4325.0,13092.0,18807.0,10150.0,8651.0,9337.0,10434.0,11004.0,12366.0,14054.0,18184.0,21400.0,31490.0,17199.0,13999.0,15860.0,14698.0,8105.0,2264.0,258923.0,37.56197,127.037264,"(37.56197, 127.037264)"
3436,5호선,왕십리(성동구청),2541,4.0,승하차 차이,2412.0,-1127.0,247.0,-22571.0,-8261.0,-4133.0,-2861.0,-2449.0,-3549.0,-2398.0,-1467.0,734.0,-3409.0,-9374.0,-4583.0,2844.0,6607.0,6290.0,1532.0,-2687.0,-48203.0,37.56197,127.037264,"(37.56197, 127.037264)"
3437,5호선,왕십리(성동구청),2541,4.0,하차,1092.0,5452.0,12845.0,41378.0,18411.0,12784.0,12198.0,12883.0,14553.0,14764.0,15521.0,17450.0,24809.0,40864.0,21782.0,11155.0,9253.0,8408.0,6573.0,4951.0,307126.0,37.56197,127.037264,"(37.56197, 127.037264)"
3438,5호선,왕십리(성동구청),2541,5.0,승차,3027.0,2552.0,3249.0,6065.0,7490.0,8532.0,10104.0,12656.0,13144.0,13652.0,14237.0,15901.0,16345.0,14056.0,11028.0,11259.0,12114.0,10475.0,5647.0,86.0,191619.0,37.56197,127.037264,"(37.56197, 127.037264)"
3439,5호선,왕십리(성동구청),2541,5.0,승하차 차이,2232.0,-808.0,-1140.0,-4648.0,-4196.0,-4618.0,-5583.0,-4628.0,-5052.0,-3931.0,-3404.0,-3831.0,-4722.0,-4421.0,-1170.0,1872.0,3177.0,2801.0,-797.0,-5952.0,-48819.0,37.56197,127.037264,"(37.56197, 127.037264)"
3440,5호선,왕십리(성동구청),2541,5.0,하차,795.0,3360.0,4389.0,10713.0,11686.0,13150.0,15687.0,17284.0,18196.0,17583.0,17641.0,19732.0,21067.0,18477.0,12198.0,9387.0,8937.0,7674.0,6444.0,6038.0,240438.0,37.56197,127.037264,"(37.56197, 127.037264)"
3441,5호선,왕십리(성동구청),2541,6.0,승차,1639.0,2005.0,2429.0,4469.0,5891.0,7603.0,8088.0,10042.0,10271.0,10259.0,10664.0,11098.0,10946.0,10324.0,8539.0,8715.0,8621.0,6469.0,3068.0,67.0,141207.0,37.56197,127.037264,"(37.56197, 127.037264)"
3442,5호선,왕십리(성동구청),2541,6.0,승하차 차이,1099.0,-509.0,-643.0,-1330.0,-2505.0,-1824.0,-3042.0,-2189.0,-3749.0,-3308.0,-2756.0,-2715.0,-3124.0,-2117.0,-467.0,1314.0,2043.0,1215.0,-883.0,-2761.0,-28251.0,37.56197,127.037264,"(37.56197, 127.037264)"
3443,5호선,왕십리(성동구청),2541,6.0,하차,540.0,2514.0,3072.0,5799.0,8396.0,9427.0,11130.0,12231.0,14020.0,13567.0,13420.0,13813.0,14070.0,12441.0,9006.0,7401.0,6578.0,5254.0,3951.0,2828.0,169458.0,37.56197,127.037264,"(37.56197, 127.037264)"
3444,5호선,우장산,2517,0.0,승차,12981.0,46487.0,121434.0,117689.0,55449.0,40054.0,37906.0,37954.0,34233.0,30802.0,37548.0,45942.0,40695.0,35494.0,21611.0,15100.0,12376.0,10404.0,3032.0,527.0,757718.0,37.548864,126.83633,"(37.548864, 126.83633)"
3445,5호선,우장산,2517,0.0,승하차 차이,11554.0,37767.0,92341.0,72789.0,26725.0,18013.0,14897.0,11189.0,2353.0,-3099.0,-1638.0,-2368.0,-20698.0,-73746.0,-66525.0,-31480.0,-27684.0,-29060.0,-18022.0,-4478.0,8830.0,37.548864,126.83633,"(37.548864, 126.83633)"
3446,5호선,우장산,2517,0.0,하차,1427.0,8720.0,29093.0,44900.0,28724.0,22041.0,23009.0,26765.0,31880.0,33901.0,39186.0,48310.0,61393.0,109240.0,88136.0,46580.0,40060.0,39464.0,21054.0,5005.0,748888.0,37.548864,126.83633,"(37.548864, 126.83633)"
3447,5호선,우장산,2517,1.0,승차,13212.0,49050.0,133254.0,131258.0,60859.0,42488.0,38699.0,39041.0,34371.0,32322.0,38692.0,47958.0,44479.0,38597.0,22473.0,16036.0,14106.0,11777.0,3335.0,547.0,812554.0,37.548864,126.83633,"(37.548864, 126.83633)"
3448,5호선,우장산,2517,1.0,승하차 차이,11791.0,40162.0,101549.0,82610.0,31820.0,19891.0,15703.0,11255.0,605.0,-2851.0,-2586.0,-2530.0,-23058.0,-76106.0,-69324.0,-34148.0,-29542.0,-32793.0,-22674.0,-5711.0,14063.0,37.548864,126.83633,"(37.548864, 126.83633)"
3449,5호선,우장산,2517,1.0,하차,1421.0,8888.0,31705.0,48648.0,29039.0,22597.0,22996.0,27786.0,33766.0,35173.0,41278.0,50488.0,67537.0,114703.0,91797.0,50184.0,43648.0,44570.0,26009.0,6258.0,798491.0,37.548864,126.83633,"(37.548864, 126.83633)"
3450,5호선,우장산,2517,2.0,승차,12658.0,47315.0,130621.0,130108.0,60526.0,43381.0,39520.0,41279.0,37474.0,34581.0,42612.0,45935.0,43145.0,37698.0,22709.0,17795.0,13306.0,11546.0,3395.0,633.0,816237.0,37.548864,126.83633,"(37.548864, 126.83633)"
3451,5호선,우장산,2517,2.0,승하차 차이,11154.0,38534.0,99468.0,83144.0,30284.0,21047.0,15679.0,12779.0,3281.0,-791.0,-80.0,-5239.0,-23166.0,-75776.0,-68315.0,-31817.0,-30327.0,-34581.0,-23772.0,-6614.0,14892.0,37.548864,126.83633,"(37.548864, 126.83633)"
3452,5호선,우장산,2517,2.0,하차,1504.0,8781.0,31153.0,46964.0,30242.0,22334.0,23841.0,28500.0,34193.0,35372.0,42692.0,51174.0,66311.0,113474.0,91024.0,49612.0,43633.0,46127.0,27167.0,7247.0,801345.0,37.548864,126.83633,"(37.548864, 126.83633)"
3453,5호선,우장산,2517,3.0,승차,12944.0,47810.0,131152.0,132200.0,62208.0,44276.0,39483.0,40946.0,36156.0,32073.0,37596.0,48033.0,45917.0,39479.0,22506.0,15846.0,14912.0,11939.0,3563.0,667.0,819706.0,37.548864,126.83633,"(37.548864, 126.83633)"
3454,5호선,우장산,2517,3.0,승하차 차이,11356.0,38828.0,99833.0,84596.0,31883.0,21318.0,16481.0,12658.0,2535.0,-4112.0,-3773.0,-4325.0,-21140.0,-74130.0,-66292.0,-33631.0,-29275.0,-34990.0,-25196.0,-7344.0,15280.0,37.548864,126.83633,"(37.548864, 126.83633)"
3455,5호선,우장산,2517,3.0,하차,1588.0,8982.0,31319.0,47604.0,30325.0,22958.0,23002.0,28288.0,33621.0,36185.0,41369.0,52358.0,67057.0,113609.0,88798.0,49477.0,44187.0,46929.0,28759.0,8011.0,804426.0,37.548864,126.83633,"(37.548864, 126.83633)"
3456,5호선,우장산,2517,4.0,승차,12556.0,45070.0,123767.0,125187.0,59256.0,44327.0,40770.0,41017.0,38056.0,34195.0,42647.0,52654.0,49977.0,44577.0,26013.0,17496.0,14093.0,12941.0,4155.0,758.0,829512.0,37.548864,126.83633,"(37.548864, 126.83633)"
3457,5호선,우장산,2517,4.0,승하차 차이,11027.0,36174.0,93476.0,78543.0,29562.0,20723.0,16010.0,11371.0,2130.0,-4544.0,-2105.0,-2056.0,-17793.0,-64205.0,-58210.0,-27586.0,-27178.0,-32675.0,-26330.0,-10009.0,26325.0,37.548864,126.83633,"(37.548864, 126.83633)"
3458,5호선,우장산,2517,4.0,하차,1529.0,8896.0,30291.0,46644.0,29694.0,23604.0,24760.0,29646.0,35926.0,38739.0,44752.0,54710.0,67770.0,108782.0,84223.0,45082.0,41271.0,45616.0,30485.0,10767.0,803187.0,37.548864,126.83633,"(37.548864, 126.83633)"
3459,5호선,우장산,2517,5.0,승차,8543.0,14161.0,23519.0,39013.0,42765.0,45675.0,49303.0,50326.0,48138.0,41287.0,38480.0,37818.0,32666.0,23397.0,15976.0,12097.0,10501.0,8252.0,2906.0,59.0,544882.0,37.548864,126.83633,"(37.548864, 126.83633)"
3460,5호선,우장산,2517,5.0,승하차 차이,7306.0,7367.0,14313.0,18677.0,18508.0,24556.0,25310.0,21891.0,15685.0,7594.0,2706.0,-3089.0,-13380.0,-20536.0,-20410.0,-19087.0,-23447.0,-26441.0,-19175.0,-997.0,17351.0,37.548864,126.83633,"(37.548864, 126.83633)"
3461,5호선,우장산,2517,5.0,하차,1237.0,6794.0,9206.0,20336.0,24257.0,21119.0,23993.0,28435.0,32453.0,33693.0,35774.0,40907.0,46046.0,43933.0,36386.0,31184.0,33948.0,34693.0,22081.0,1056.0,527531.0,37.548864,126.83633,"(37.548864, 126.83633)"
3462,5호선,우장산,2517,6.0,승차,5918.0,9669.0,14527.0,24498.0,30662.0,33529.0,30868.0,36975.0,35161.0,30042.0,27764.0,25332.0,21728.0,17053.0,12402.0,10282.0,8308.0,6102.0,1876.0,10.0,382706.0,37.548864,126.83633,"(37.548864, 126.83633)"
3463,5호선,우장산,2517,6.0,승하차 차이,4931.0,4659.0,9216.0,14294.0,16815.0,17177.0,15958.0,18050.0,11369.0,4245.0,-1219.0,-7309.0,-14842.0,-18569.0,-16934.0,-16103.0,-19255.0,-17931.0,-12266.0,-661.0,-8375.0,37.548864,126.83633,"(37.548864, 126.83633)"
3464,5호선,우장산,2517,6.0,하차,987.0,5010.0,5311.0,10204.0,13847.0,16352.0,14910.0,18925.0,23792.0,25797.0,28983.0,32641.0,36570.0,35622.0,29336.0,26385.0,27563.0,24033.0,14142.0,671.0,391081.0,37.548864,126.83633,"(37.548864, 126.83633)"
3465,5호선,을지로4가,2536,0.0,승차,715.0,1334.0,3220.0,5414.0,5186.0,6793.0,9772.0,11306.0,13446.0,16214.0,18872.0,24340.0,50308.0,81551.0,30552.0,17325.0,13935.0,9159.0,3743.0,481.0,323666.0,37.56658,126.998127,"(37.56658, 126.998127)"
3466,5호선,을지로4가,2536,0.0,승하차 차이,-571.0,-11764.0,-35168.0,-86205.0,-33072.0,-14318.0,-9040.0,-5371.0,-1594.0,2184.0,6751.0,13787.0,40598.0,71450.0,25215.0,13867.0,10889.0,7087.0,2429.0,-94.0,-2940.0,37.56658,126.998127,"(37.56658, 126.998127)"
3467,5호선,을지로4가,2536,0.0,하차,1286.0,13098.0,38388.0,91619.0,38258.0,21111.0,18812.0,16677.0,15040.0,14030.0,12121.0,10553.0,9710.0,10101.0,5337.0,3458.0,3046.0,2072.0,1314.0,575.0,326606.0,37.56658,126.998127,"(37.56658, 126.998127)"
3468,5호선,을지로4가,2536,1.0,승차,902.0,1495.0,3571.0,6067.0,5528.0,7095.0,10183.0,11768.0,14824.0,17129.0,19442.0,25647.0,53978.0,87481.0,32502.0,19835.0,17421.0,11641.0,4769.0,561.0,351839.0,37.56658,126.998127,"(37.56658, 126.998127)"
3469,5호선,을지로4가,2536,1.0,승하차 차이,-457.0,-12546.0,-38127.0,-95368.0,-35974.0,-16132.0,-10582.0,-6037.0,-1277.0,2986.0,7166.0,14876.0,43121.0,74791.0,26134.0,16310.0,14294.0,9378.0,3293.0,-140.0,-4291.0,37.56658,126.998127,"(37.56658, 126.998127)"
3470,5호선,을지로4가,2536,1.0,하차,1359.0,14041.0,41698.0,101435.0,41502.0,23227.0,20765.0,17805.0,16101.0,14143.0,12276.0,10771.0,10857.0,12690.0,6368.0,3525.0,3127.0,2263.0,1476.0,701.0,356130.0,37.56658,126.998127,"(37.56658, 126.998127)"
3471,5호선,을지로4가,2536,2.0,승차,855.0,1496.0,3533.0,5823.0,5504.0,6862.0,10388.0,12215.0,15145.0,17620.0,19888.0,25509.0,54856.0,86707.0,31789.0,19621.0,17322.0,11827.0,5125.0,689.0,352774.0,37.56658,126.998127,"(37.56658, 126.998127)"
3472,5호선,을지로4가,2536,2.0,승하차 차이,-580.0,-12234.0,-37338.0,-94106.0,-35835.0,-15971.0,-10472.0,-5801.0,-857.0,3154.0,7246.0,14342.0,43466.0,73024.0,25478.0,16053.0,14012.0,9515.0,3616.0,-56.0,-3344.0,37.56658,126.998127,"(37.56658, 126.998127)"
3473,5호선,을지로4가,2536,2.0,하차,1435.0,13730.0,40871.0,99929.0,41339.0,22833.0,20860.0,18016.0,16002.0,14466.0,12642.0,11167.0,11390.0,13683.0,6311.0,3568.0,3310.0,2312.0,1509.0,745.0,356118.0,37.56658,126.998127,"(37.56658, 126.998127)"
3474,5호선,을지로4가,2536,3.0,승차,888.0,1586.0,3593.0,6003.0,5400.0,7072.0,10209.0,12349.0,15426.0,18146.0,20712.0,26741.0,54463.0,85956.0,32257.0,20268.0,17614.0,12462.0,5615.0,802.0,357562.0,37.56658,126.998127,"(37.56658, 126.998127)"
3475,5호선,을지로4가,2536,3.0,승하차 차이,-448.0,-12443.0,-37291.0,-96114.0,-36875.0,-16134.0,-10964.0,-5743.0,-1105.0,3730.0,7818.0,15069.0,42535.0,72132.0,25713.0,16637.0,14236.0,9951.0,4032.0,-39.0,-5303.0,37.56658,126.998127,"(37.56658, 126.998127)"
3476,5호선,을지로4가,2536,3.0,하차,1336.0,14029.0,40884.0,102117.0,42275.0,23206.0,21173.0,18092.0,16531.0,14416.0,12894.0,11672.0,11928.0,13824.0,6544.0,3631.0,3378.0,2511.0,1583.0,841.0,362865.0,37.56658,126.998127,"(37.56658, 126.998127)"
3477,5호선,을지로4가,2536,4.0,승차,858.0,1459.0,3490.0,5789.0,5711.0,7304.0,10640.0,12874.0,15960.0,18791.0,22188.0,27832.0,55906.0,81862.0,30236.0,17917.0,15388.0,11943.0,6694.0,1077.0,353919.0,37.56658,126.998127,"(37.56658, 126.998127)"
3478,5호선,을지로4가,2536,4.0,승하차 차이,-532.0,-12288.0,-36142.0,-93467.0,-34983.0,-15665.0,-10824.0,-5295.0,-732.0,3931.0,8421.0,14622.0,41209.0,63919.0,21686.0,13853.0,11944.0,9186.0,4716.0,-123.0,-16564.0,37.56658,126.998127,"(37.56658, 126.998127)"
3479,5호선,을지로4가,2536,4.0,하차,1390.0,13747.0,39632.0,99256.0,40694.0,22969.0,21464.0,18169.0,16692.0,14860.0,13767.0,13210.0,14697.0,17943.0,8550.0,4064.0,3444.0,2757.0,1978.0,1200.0,370483.0,37.56658,126.998127,"(37.56658, 126.998127)"
3480,5호선,을지로4가,2536,5.0,승차,758.0,1191.0,1532.0,2781.0,4331.0,6258.0,9382.0,12614.0,16116.0,18315.0,20941.0,22314.0,21578.0,18578.0,13876.0,11383.0,9550.0,6915.0,3331.0,40.0,201784.0,37.56658,126.998127,"(37.56658, 126.998127)"
3481,5호선,을지로4가,2536,5.0,승하차 차이,-266.0,-6211.0,-7354.0,-13661.0,-10781.0,-10405.0,-11122.0,-10104.0,-5403.0,-734.0,3843.0,5867.0,5966.0,7623.0,6968.0,7209.0,5490.0,3882.0,951.0,-80.0,-28322.0,37.56658,126.998127,"(37.56658, 126.998127)"
3482,5호선,을지로4가,2536,5.0,하차,1024.0,7402.0,8886.0,16442.0,15112.0,16663.0,20504.0,22718.0,21519.0,19049.0,17098.0,16447.0,15612.0,10955.0,6908.0,4174.0,4060.0,3033.0,2380.0,120.0,230106.0,37.56658,126.998127,"(37.56658, 126.998127)"
3483,5호선,을지로4가,2536,6.0,승차,610.0,884.0,1216.0,1956.0,2761.0,3916.0,5135.0,7319.0,8401.0,9587.0,10397.0,10990.0,10751.0,9504.0,7021.0,6338.0,4800.0,2922.0,1406.0,8.0,105922.0,37.56658,126.998127,"(37.56658, 126.998127)"
3484,5호선,을지로4가,2536,6.0,승하차 차이,231.0,-1350.0,-1770.0,-2450.0,-2790.0,-4212.0,-5874.0,-5793.0,-4080.0,-1076.0,1491.0,2350.0,2868.0,3881.0,3109.0,3401.0,1593.0,1024.0,-13.0,-32.0,-9492.0,37.56658,126.998127,"(37.56658, 126.998127)"
3485,5호선,을지로4가,2536,6.0,하차,379.0,2234.0,2986.0,4406.0,5551.0,8128.0,11009.0,13112.0,12481.0,10663.0,8906.0,8640.0,7883.0,5623.0,3912.0,2937.0,3207.0,1898.0,1419.0,40.0,115414.0,37.56658,126.998127,"(37.56658, 126.998127)"
3486,5호선,장한평,2544,0.0,승차,13843.0,35612.0,113964.0,150851.0,71316.0,38324.0,34334.0,37013.0,34886.0,33565.0,36338.0,49071.0,71489.0,120182.0,49086.0,27714.0,21102.0,14946.0,6158.0,1203.0,960997.0,37.561438,127.064601,"(37.561438, 127.064601)"
3487,5호선,장한평,2544,0.0,승하차 차이,11884.0,12606.0,64269.0,4802.0,14559.0,5610.0,6974.0,8681.0,4579.0,4709.0,89.0,3502.0,1544.0,-11497.0,-42630.0,-20901.0,-21690.0,-21986.0,-15022.0,-4525.0,5557.0,37.561438,127.064601,"(37.561438, 127.064601)"
3488,5호선,장한평,2544,0.0,하차,1959.0,23006.0,49695.0,146049.0,56757.0,32714.0,27360.0,28332.0,30307.0,28856.0,36249.0,45569.0,69945.0,131679.0,91716.0,48615.0,42792.0,36932.0,21180.0,5728.0,955440.0,37.561438,127.064601,"(37.561438, 127.064601)"
3489,5호선,장한평,2544,1.0,승차,14382.0,38732.0,124644.0,168976.0,79397.0,40875.0,34758.0,36813.0,36704.0,34861.0,37227.0,51716.0,76866.0,128384.0,51556.0,30267.0,23780.0,17250.0,7281.0,1375.0,1035844.0,37.561438,127.064601,"(37.561438, 127.064601)"
3490,5호선,장한평,2544,1.0,승하차 차이,12250.0,14448.0,71316.0,10474.0,17078.0,7744.0,5702.0,8505.0,4399.0,4458.0,-501.0,2555.0,1537.0,-12093.0,-47228.0,-22221.0,-22613.0,-25135.0,-18327.0,-6114.0,6234.0,37.561438,127.064601,"(37.561438, 127.064601)"
3491,5호선,장한평,2544,1.0,하차,2132.0,24284.0,53328.0,158502.0,62319.0,33131.0,29056.0,28308.0,32305.0,30403.0,37728.0,49161.0,75329.0,140477.0,98784.0,52488.0,46393.0,42385.0,25608.0,7489.0,1029610.0,37.561438,127.064601,"(37.561438, 127.064601)"
3492,5호선,장한평,2544,2.0,승차,14130.0,37912.0,122061.0,167762.0,79507.0,41495.0,35412.0,38588.0,37860.0,36179.0,39934.0,55854.0,83124.0,140044.0,51675.0,30605.0,24270.0,18199.0,7559.0,1419.0,1063589.0,37.561438,127.064601,"(37.561438, 127.064601)"
3493,5호선,장한평,2544,2.0,승하차 차이,12025.0,14000.0,69534.0,10781.0,16674.0,3599.0,-486.0,4500.0,1373.0,3336.0,572.0,6319.0,7425.0,-217.0,-43758.0,-20773.0,-22739.0,-25452.0,-19650.0,-6878.0,10185.0,37.561438,127.064601,"(37.561438, 127.064601)"
3494,5호선,장한평,2544,2.0,하차,2105.0,23912.0,52527.0,156981.0,62833.0,37896.0,35898.0,34088.0,36487.0,32843.0,39362.0,49535.0,75699.0,140261.0,95433.0,51378.0,47009.0,43651.0,27209.0,8297.0,1053404.0,37.561438,127.064601,"(37.561438, 127.064601)"
3495,5호선,장한평,2544,3.0,승차,14461.0,37961.0,122987.0,169341.0,81577.0,42089.0,35819.0,38263.0,37541.0,36496.0,40069.0,55094.0,82596.0,138583.0,51760.0,31187.0,24725.0,18619.0,8044.0,1583.0,1068795.0,37.561438,127.064601,"(37.561438, 127.064601)"
3496,5호선,장한평,2544,3.0,승하차 차이,12335.0,13838.0,69114.0,11334.0,17107.0,3880.0,-380.0,5698.0,3352.0,3124.0,-86.0,5273.0,5664.0,448.0,-42978.0,-21210.0,-23059.0,-27047.0,-19630.0,-7779.0,8998.0,37.561438,127.064601,"(37.561438, 127.064601)"
3497,5호선,장한평,2544,3.0,하차,2126.0,24123.0,53873.0,158007.0,64470.0,38209.0,36199.0,32565.0,34189.0,33372.0,40155.0,49821.0,76932.0,138135.0,94738.0,52397.0,47784.0,45666.0,27674.0,9362.0,1059797.0,37.561438,127.064601,"(37.561438, 127.064601)"
3498,5호선,장한평,2544,4.0,승차,14173.0,36937.0,116962.0,161664.0,77174.0,41337.0,36388.0,38782.0,39289.0,38712.0,43125.0,59504.0,87896.0,138731.0,55944.0,30390.0,23703.0,19515.0,9393.0,1934.0,1071553.0,37.561438,127.064601,"(37.561438, 127.064601)"
3499,5호선,장한평,2544,4.0,승하차 차이,12036.0,13006.0,64940.0,10540.0,16807.0,2739.0,1824.0,4700.0,2382.0,3661.0,1080.0,5333.0,7175.0,4508.0,-35341.0,-18700.0,-21407.0,-24593.0,-22253.0,-10599.0,17838.0,37.561438,127.064601,"(37.561438, 127.064601)"
3500,5호선,장한평,2544,4.0,하차,2137.0,23931.0,52022.0,151124.0,60367.0,38598.0,34564.0,34082.0,36907.0,35051.0,42045.0,54171.0,80721.0,134223.0,91285.0,49090.0,45110.0,44108.0,31646.0,12533.0,1053715.0,37.561438,127.064601,"(37.561438, 127.064601)"
3501,5호선,장한평,2544,5.0,승차,10658.0,17255.0,23898.0,41492.0,46396.0,42591.0,44732.0,47623.0,46427.0,44289.0,45998.0,50765.0,49221.0,47641.0,26792.0,20739.0,17901.0,15391.0,6849.0,128.0,646786.0,37.561438,127.064601,"(37.561438, 127.064601)"
3502,5호선,장한평,2544,5.0,승하차 차이,9089.0,808.0,4660.0,10110.0,22209.0,11899.0,11782.0,9829.0,8725.0,8248.0,8355.0,5155.0,-4337.0,-1624.0,-10813.0,-14060.0,-19253.0,-19372.0,-17873.0,-1638.0,21899.0,37.561438,127.064601,"(37.561438, 127.064601)"
3503,5호선,장한평,2544,5.0,하차,1569.0,16447.0,19238.0,31382.0,24187.0,30692.0,32950.0,37794.0,37702.0,36041.0,37643.0,45610.0,53558.0,49265.0,37605.0,34799.0,37154.0,34763.0,24722.0,1766.0,624887.0,37.561438,127.064601,"(37.561438, 127.064601)"
3504,5호선,장한평,2544,6.0,승차,6444.0,11440.0,14031.0,25466.0,34498.0,32957.0,32116.0,35674.0,34080.0,31952.0,31635.0,32815.0,31856.0,39277.0,24006.0,16836.0,12657.0,9930.0,4170.0,85.0,461925.0,37.561438,127.064601,"(37.561438, 127.064601)"
3505,5호선,장한평,2544,6.0,승하차 차이,5758.0,2481.0,3763.0,11550.0,19377.0,7099.0,5502.0,6374.0,4811.0,4003.0,2835.0,-159.0,-5913.0,3188.0,-6163.0,-12840.0,-18217.0,-15493.0,-11782.0,-788.0,5386.0,37.561438,127.064601,"(37.561438, 127.064601)"
